formid,CoopGender,CoopAgeGroup,Natureofyourcooperativesmembersenterprises,State,LocationType,HaveElectedExco,Ownanactivebankaccount,Registration_Date,Implementing_partner,State-IP,GenCooperativeUniqueID,completed_time,started_time,username,received_on
0e8fc74a-aeb4-443d-91fc-b0b875ace808,Male,Youth,Transporters,Kano,Rural,Yes,No,2024-06-24,WOFAN,Kano-WOFAN,KurXJ4009,24/06/2024 09:47,24/06/2024 09:29,kur13,24/06/2024 09:47
62a36649-9bab-49f2-b601-6ce6b1e70a67,Male,Youth,Transporters,Kano,Rural,Yes,Yes,2024-06-24,WOFAN,Kano-WOFAN,RimAAR328,24/06/2024 08:40,24/06/2024 07:55,rig17,24/06/2024 09:48
cde01515-7dfa-44fd-97d3-7570b961b353,Male,Youth,Transporters,FCT,Rural,Yes,No,2024-06-24,WOFAN,FCT-WOFAN,Gwa64H832,24/06/2024 09:59,24/06/2024 09:34,gwa19,24/06/2024 10:00
b7255678-9385-487b-a86d-bf2d76e84f12,Male,Youth,Loaders,Gombe,Peri_urban,Yes,No,2024-06-24,WOFAN,Gombe-WOFAN,AkkZORR59,24/06/2024 10:04,24/06/2024 09:45,akk03,24/06/2024 10:04
a2b04078-0d63-4fd6-b929-6385b814f194,Male,Youth,Transporters,Kano,Rural,Yes,Yes,2024-06-24,WOFAN,Kano-WOFAN,BebTE7316,24/06/2024 10:04,24/06/2024 09:56,kir20,24/06/2024 10:04
7f2d8d25-2f9b-4f89-b56f-342aac83c777,Male,Youth,Transporters,Gombe,Peri_urban,Yes,No,2024-06-24,WOFAN,Gombe-WOFAN,BilYMN733,24/06/2024 10:11,24/06/2024 09:53,bill04,24/06/2024 10:11
60b85e23-0626-4541-b662-a5e7b4fb5347,Male,Youth,Transporters,Bauchi,Rural,Yes,No,2024-06-24,WOFAN,Bauchi-WOFAN,TafVJ0W45,24/06/2024 09:06,24/06/2024 08:45,taf03,24/06/2024 10:18
f11351fb-49bf-48cb-b5b1-67265a440f01,Male,Youth,Transporters,Kano,Rural,Yes,Yes,2024-06-24,WOFAN,Kano-WOFAN,BebU4RF45,24/06/2024 10:19,24/06/2024 10:03,kir14,24/06/2024 10:19
02ba8c12-2e59-4de3-bb40-5b2a657eccef,Male,Youth,Loaders,FCT,Rural,Yes,No,2024-06-24,WOFAN,FCT-WOFAN,GwaJH8I06,24/06/2024 10:26,24/06/2024 10:05,gwa27,24/06/2024 10:26
be795f40-f018-44d1-b371-837c0d2d49df,Male,Youth,Transporters,Bauchi,Urban,Yes,Yes,2024-06-24,WOFAN,Bauchi-WOFAN,Nin7Z1846,24/06/2024 10:32,24/06/2024 10:12,nin17,24/06/2024 10:32
0989958f-a858-4801-aa9b-0914b125a6a3,Male,Youth,Loaders,Gombe,Rural,Yes,No,2024-06-24,WOFAN,Gombe-WOFAN,BilPKPE11,24/06/2024 10:33,24/06/2024 10:11,bill05,24/06/2024 10:33
95459f00-7e3f-4de6-941e-6ccfbe615298,Male,Youth,Loaders,Kano,Rural,Yes,Yes,2024-06-24,WOFAN,Kano-WOFAN,Kir5SEZ38,24/06/2024 10:35,24/06/2024 10:13,kir11,24/06/2024 10:36
d9c05925-1108-4546-9347-ca952efa5501,Male,Youth,Loaders,Kano,Rural,Yes,Yes,2024-06-24,WOFAN,Kano-WOFAN,Gar016415,24/06/2024 10:40,24/06/2024 10:29,bun03,24/06/2024 10:40
20144109-abd0-4c68-a567-f525d73310b4,Male,Youth,Loaders,Kano,Urban,Yes,No,2024-06-24,WOFAN,Kano-WOFAN,Ran5DGZ54,24/06/2024 08:32,24/06/2024 08:12,ran12,24/06/2024 10:41
fe87dde6-5c14-4bf3-83db-b45a3c564099,Male,Youth,Loaders,FCT,Peri_urban,Yes,Yes,2024-06-24,WOFAN,FCT-WOFAN,AbaCI2E44,24/06/2024 10:53,24/06/2024 10:20,aba04,24/06/2024 10:53
ea58a4d6-0593-48ac-b49f-fb212e1f7b2e,Male,Youth,Loaders,Bauchi,Peri_urban,Yes,No,2024-06-24,WOFAN,Bauchi-WOFAN,TorVAO610,24/06/2024 10:53,24/06/2024 10:43,tor02,24/06/2024 10:53
42b001db-6da6-42f5-a61b-0a32469b856e,Male,Youth,Loaders,Kano,Rural,Yes,Yes,2024-06-24,WOFAN,Kano-WOFAN,Gar1ET902,24/06/2024 10:54,24/06/2024 10:20,bun02,24/06/2024 10:54
752714ae-7880-40f2-ba36-b1e79088d3c8,Female,Youth,Loaders,Kano,Rural,Yes,Yes,2024-06-24,WOFAN,Kano-WOFAN,GarU3W826,24/06/2024 10:44,24/06/2024 10:24,bun16,24/06/2024 10:56
3307e024-6a8e-4cb4-96f5-f6ba323f1ef8,Male,Youth,Loaders,Gombe,Peri_urban,Yes,Yes,2024-06-24,WOFAN,Gombe-WOFAN,Akk9OA104,24/06/2024 10:09,24/06/2024 09:50,akk02,24/06/2024 10:57
cf796e4c-e054-420e-9b1c-15810a110f4e,Male,Youth,Loaders,Gombe,Peri_urban,Yes,No,2024-06-24,WOFAN,Gombe-WOFAN,BilF89I15,24/06/2024 11:12,24/06/2024 11:04,bill04,24/06/2024 11:12
438f69cb-df88-45c9-9516-3ea9ce09623a,Male,Youth,Transporters,Kano,Rural,Yes,Yes,2024-06-24,WOFAN,Kano-WOFAN,Beb538F56,24/06/2024 11:17,24/06/2024 10:16,kir15,24/06/2024 11:17
c4ec4a7e-59bd-45ec-9620-7bcb719ab344,Male,Youth,Transporters,Bauchi,Peri_urban,Yes,No,2024-06-24,WOFAN,Bauchi-WOFAN,NinMI0D35,24/06/2024 10:21,24/06/2024 10:06,nin16,24/06/2024 11:18
e130eb0a-9d42-418d-8f6b-898e78c963da,Male,Youth,Loaders,Kano,Rural,No,No,2024-06-24,WOFAN,Kano-WOFAN,GarQ91M12,24/06/2024 10:54,24/06/2024 10:43,bun11,24/06/2024 11:20
023d150c-b5d5-4519-a6c0-7d7cef960752,Male,Youth,Transporters,Bauchi,Peri_urban,Yes,Yes,2024-06-24,WOFAN,Bauchi-WOFAN,TafV59P57,24/06/2024 11:13,24/06/2024 10:52,taf04,24/06/2024 11:22
29d653c0-01fc-45de-b4fd-7152e2b8c151,Male,Youth,Loaders,Kano,Rural,Yes,No,2024-06-24,WOFAN,Kano-WOFAN,Kur3ZA809,24/06/2024 11:21,24/06/2024 10:49,kur06,24/06/2024 11:22
622ed9ee-ade9-43a0-97cd-151b7e457c25,Male,Youth,Loaders,Kano,Peri_urban,Yes,Yes,2024-06-24,WOFAN,Kano-WOFAN,KirO1ZI11,24/06/2024 11:27,24/06/2024 05:36,kir18,24/06/2024 11:27
1fb427cb-4654-484d-b0fe-2b2d3ee9ec9b,Male,Youth,Loaders,Kano,Urban,Yes,Yes,2024-06-24,WOFAN,Kano-WOFAN,GarKS1M18,24/06/2024 11:30,24/06/2024 10:50,bun04,24/06/2024 11:30
febbb65c-e6b5-4cbf-8b58-85561058107e,Male,Youth,Loaders,Kano,Rural,Yes,Yes,2024-06-24,WOFAN,Kano-WOFAN,RimVC3T15,24/06/2024 11:18,24/06/2024 10:45,rig04,24/06/2024 11:34
42d7023d-dd04-4ba2-be26-9a6c7efb7be9,Male,Youth,Loaders,Jigawa,Rural,Yes,Yes,2024-06-24,WOFAN,Jigawa-WOFAN,JahU8VF26,24/06/2024 11:36,24/06/2024 11:28,jah49,24/06/2024 11:36
d9de2129-88d2-4e09-91d6-e9ea1c312ee9,Male,Youth,Loaders,Kano,Rural,Yes,No,2024-06-24,WOFAN,Kano-WOFAN,GarC1S013,24/06/2024 11:37,24/06/2024 11:14,gmm49,24/06/2024 11:37
8e235ee6-2b99-4590-af1b-99fbe432c9bd,Male,Youth,Transporters,FCT,Rural,Yes,No,2024-06-24,WOFAN,FCT-WOFAN,Gwa1JMB30,24/06/2024 11:40,24/06/2024 11:18,gwa20,24/06/2024 11:40
220dfdc7-2989-4855-9128-be4506692b26,Male,Youth,Transporters,Kano,Urban,Yes,Yes,2024-06-24,WOFAN,Kano-WOFAN,KurQP5846,24/06/2024 08:47,24/06/2024 08:24,kur05,24/06/2024 11:51
bb125842-da4d-4ee1-ab14-b25950de97e0,Male,Youth,Loaders,Jigawa,Rural,Yes,No,2024-06-24,WOFAN,Jigawa-WOFAN,Jah20LL54,24/06/2024 11:51,24/06/2024 11:30,jah75,24/06/2024 11:52
7cbe857d-04aa-4929-b446-cdf40d7821fd,Male,Youth,Loaders,Kano,Rural,Yes,Yes,2024-06-24,WOFAN,Kano-WOFAN,GarP1X328,24/06/2024 11:25,24/06/2024 11:08,bun17,24/06/2024 11:55
85978460-727f-461d-b38d-2a19e667a7bb,Male,Youth,Transporters,Kano,Rural,Yes,No,2024-06-24,WOFAN,Kano-WOFAN,TofLTSN34,24/06/2024 11:57,24/06/2024 11:39,tof72,24/06/2024 11:57
97d9795d-afa2-4a66-ba4b-6e87a72cebba,Male,Youth,Transporters,Kano,Peri_urban,Yes,No,2024-06-24,WOFAN,Kano-WOFAN,Gar65IF15,24/06/2024 09:30,24/06/2024 09:21,kur12,24/06/2024 12:02
b1e799e2-6d92-4511-b604-d38d4228d53f,Male,Youth,Loaders,Kano,Rural,Yes,Yes,2024-06-24,WOFAN,Kano-WOFAN,GarJF0K12,24/06/2024 09:48,24/06/2024 09:33,gmm52,24/06/2024 12:03
e6a2f75e-d245-4dab-9ea1-0594179ce8b2,Male,Youth,Loaders,Kano,Rural,Yes,Yes,2024-06-24,WOFAN,Kano-WOFAN,BebSUNI07,24/06/2024 12:07,24/06/2024 11:52,kir01,24/06/2024 12:07
ffb4496d-f108-494c-a29d-35f01e0ba5ec,Male,Youth,Transporters,Kano,Rural,Yes,Yes,2024-06-24,WOFAN,Kano-WOFAN,GarEXUL40,24/06/2024 11:29,24/06/2024 11:19,bun05,24/06/2024 12:08
edfde469-ee6b-4dc9-af69-6b856a86bf09,Male,Youth,Transporters,Kano,Rural,Yes,Yes,2024-06-24,WOFAN,Kano-WOFAN,BebHBEH01,24/06/2024 08:41,24/06/2024 08:30,kir07,24/06/2024 12:16
3d2b048e-27ef-4d56-b1bf-2d21b637c4be,Male,Youth,Transporters,Kano,Rural,Yes,Yes,2024-06-24,WOFAN,Kano-WOFAN,TofE0HG16,24/06/2024 12:18,24/06/2024 11:45,tof71,24/06/2024 12:18
575e9a80-13fa-4acd-a3d6-2fa04c64614a,Male,Youth,Loaders,Gombe,Rural,Yes,No,2024-06-24,WOFAN,Gombe-WOFAN,ShoVVGM33,24/06/2024 12:20,24/06/2024 11:50,sha04,24/06/2024 12:20
814d0b02-2bd8-4f78-a13b-2c807b97c7f1,Female,Youth,Input_transporters,FCT,Rural,Yes,Yes,2024-06-24,WOFAN,FCT-WOFAN,Gwa99BU45,24/06/2024 12:23,24/06/2024 11:45,gwa26,24/06/2024 12:23
38a3c903-3269-483e-8764-2874265b9956,Male,Youth,Loaders,Kano,Rural,Yes,Yes,2024-06-24,WOFAN,Kano-WOFAN,Beb2BZD02,24/06/2024 09:54,24/06/2024 09:46,kir19,24/06/2024 12:29
239e0558-1d8d-496d-8f5f-3530b8ac1c61,Male,Youth,Loaders,Jigawa,Rural,Yes,No,2024-06-24,WOFAN,Jigawa-WOFAN,JahSU6O43,24/06/2024 12:38,24/06/2024 12:22,jah47,24/06/2024 12:38
cca9d38c-7cb9-4078-b6de-760bee65a552,Male,Youth,Transporters,Kano,Rural,No,No,2024-06-24,WOFAN,Kano-WOFAN,TudW02F23,24/06/2024 12:41,24/06/2024 12:21,tun14,24/06/2024 12:41
59ba2ad8-3bed-4724-9659-10adef765ac0,Male,Youth,Loaders,Kano,Rural,Yes,No,2024-06-24,WOFAN,Kano-WOFAN,TudEPKC30,24/06/2024 11:54,24/06/2024 11:37,tun02,24/06/2024 12:43
93fe12ad-9309-44a3-a70a-2112653552d6,Male,Youth,Loaders,Kano,Rural,Yes,Yes,2024-06-24,WOFAN,Kano-WOFAN,BebEFC537,24/06/2024 11:20,24/06/2024 11:10,kir10,24/06/2024 12:45
295371cf-8d47-4e60-80bc-d85ceaf02a22,Male,Youth,Loaders,Bauchi,Urban,Yes,Yes,2024-06-24,WOFAN,Bauchi-WOFAN,BauICH014,24/06/2024 12:48,24/06/2024 12:27,bau17,24/06/2024 12:49
e0ff9204-5d29-4a8f-96b1-0b4185e2d8f4,Male,Youth,Transporters,FCT,Rural,Yes,No,2024-06-24,WOFAN,FCT-WOFAN,Gwa7BI326,24/06/2024 12:52,24/06/2024 12:37,gwa17,24/06/2024 12:52
0fb39e51-c88c-42b2-a2f3-57627acc313c,Male,Youth,Loaders,Jigawa,Rural,Yes,No,2024-06-24,WOFAN,Jigawa-WOFAN,JahN8ZX34,24/06/2024 12:48,24/06/2024 12:44,jah54,24/06/2024 12:52
15344f92-b7ca-43cb-bc10-d061a2f983a6,Female,Youth,Input_transporters,FCT,Urban,Yes,Yes,2024-06-24,WOFAN,FCT-WOFAN,GwaVP5139,24/06/2024 12:50,24/06/2024 11:40,gwa28,24/06/2024 12:54
7d9cb563-06fe-4c15-918a-77d469a6264d,Male,Youth,Transporters,FCT,Rural,Yes,No,2024-06-24,WOFAN,FCT-WOFAN,AbaGCHU14,24/06/2024 12:54,24/06/2024 12:31,aba01,24/06/2024 12:54
37ac8cc4-c639-4eb2-8312-8f4e2425d9b8,Male,Youth,Transporters,Gombe,Urban,Yes,No,2024-06-24,WOFAN,Gombe-WOFAN,AkkHWJJ52,24/06/2024 09:55,24/06/2024 09:39,akk04,24/06/2024 12:59
0866b0df-1b39-44d6-ab70-6ec58d4736f8,Male,Youth,Transporters,Gombe,Peri_urban,Yes,No,2024-06-24,WOFAN,Gombe-WOFAN,Sho1UEJ15,24/06/2024 12:50,24/06/2024 12:02,sha01,24/06/2024 13:02
55525ec7-3cb7-4a2a-8fcb-047bd4f03446,Male,Youth,Loaders,FCT,Rural,Yes,No,2024-06-24,WOFAN,FCT-WOFAN,KujBYP229,24/06/2024 13:04,24/06/2024 12:43,kuj04,24/06/2024 13:04
788a4a9f-ee30-41b3-b559-ccc978a91106,Male,Youth,Loaders,FCT,Rural,Yes,Yes,2024-06-24,WOFAN,FCT-WOFAN,KujRRAT00,24/06/2024 13:09,24/06/2024 12:14,kuj05,24/06/2024 13:09
bad5138f-c136-4d3f-8f6f-549fc694827e,Male,Youth,Transporters,FCT,Rural,Yes,No,2024-06-24,WOFAN,FCT-WOFAN,Gwa21ZG08,24/06/2024 13:09,24/06/2024 12:58,gwa18,24/06/2024 13:09
3c666a68-dbc2-4143-b444-bf48627eed52,Male,Youth,Transporters,Gombe,Rural,Yes,No,2024-06-24,WOFAN,Gombe-WOFAN,BilSKVB03,24/06/2024 10:29,24/06/2024 10:09,bill02,24/06/2024 13:11
b6c0885c-2802-4dbe-9b21-aa837426f786,Male,Youth,Loaders,Kano,Rural,Yes,No,2024-06-24,WOFAN,Kano-WOFAN,Gar0FUS50,24/06/2024 13:13,24/06/2024 13:03,bun20,24/06/2024 13:14
d258075e-a36b-446d-8e43-a36d6684a036,Male,Youth,Loaders,Kano,Rural,Yes,Yes,2024-06-24,WOFAN,Kano-WOFAN,GarTVO520,24/06/2024 09:38,24/06/2024 09:26,kur07,24/06/2024 13:16
db55eb3f-6506-4551-82de-ac76d5c45d8f,Male,Youth,Loaders,Jigawa,Rural,Yes,No,2024-06-24,WOFAN,Jigawa-WOFAN,JahHBM542,24/06/2024 12:24,24/06/2024 12:11,jah69,24/06/2024 13:17
545d12b9-bc26-4799-9162-7aff6955e965,Male,Youth,Transporters,Gombe,Peri_urban,Yes,No,2024-06-24,WOFAN,Gombe-WOFAN,Bil2BV939,24/06/2024 13:25,24/06/2024 09:57,bill07,24/06/2024 13:25
3a9b3dc0-c7e2-47ad-9d3a-8dbe131e4211,Male,Youth,Loaders,Kano,Rural,Yes,No,2024-06-24,WOFAN,Kano-WOFAN,Tud0M5839,24/06/2024 12:39,24/06/2024 12:05,tun01,24/06/2024 13:28
9d25b2bb-206e-4a42-a9fb-dd32bd7ef4ca,Male,Youth,Transporters,Kano,Peri_urban,Yes,Yes,2024-06-24,WOFAN,Kano-WOFAN,KirE02X36,24/06/2024 13:37,24/06/2024 13:13,kir21,24/06/2024 13:37
e17e7d0d-914c-4e38-979f-7b853113ed7b,Male,Youth,Loaders,Kano,Peri_urban,No,Yes,2024-06-24,WOFAN,Kano-WOFAN,RanJ9EZ08,24/06/2024 13:47,24/06/2024 13:37,ran14,24/06/2024 13:47
be94b992-9661-49bc-b7d2-80f3c663435a,Male,Youth,Loaders,FCT,Rural,Yes,No,2024-06-24,WOFAN,FCT-WOFAN,Kwa1CFA28,24/06/2024 13:48,24/06/2024 13:22,kwl08,24/06/2024 13:51
90cc6f25-33b3-409c-be56-bcad467a3d66,Male,Youth,Loaders,Kano,Urban,Yes,No,2024-06-24,WOFAN,Kano-WOFAN,KurHBHW20,24/06/2024 10:35,24/06/2024 10:10,kur14,24/06/2024 13:55
a9f36fd1-19fa-44aa-993b-9df92faf4f78,Male,Youth,Loaders,Jigawa,Rural,Yes,Yes,2024-06-24,WOFAN,Jigawa-WOFAN,JahX7JS50,24/06/2024 13:51,24/06/2024 13:39,jah44,24/06/2024 13:57
f54ebb02-8f02-406f-9af4-6d22bda0fd86,Male,Youth,Loaders,Jigawa,Rural,Yes,Yes,2024-06-24,WOFAN,Jigawa-WOFAN,JahFGWR39,24/06/2024 12:06,24/06/2024 11:55,jah45,24/06/2024 14:00
5d2e848a-4ac9-4602-a817-75c29b7c3f03,Male,Youth,Loaders,Kano,Rural,Yes,No,2024-06-24,WOFAN,Kano-WOFAN,GarZL5T21,24/06/2024 11:42,24/06/2024 10:52,bun21,24/06/2024 14:04
6d212652-2d9c-4890-b6b4-e6997bbc5935,Male,Youth,Loaders,Kano,Rural,Yes,Yes,2024-06-24,WOFAN,Kano-WOFAN,BebPX3552,24/06/2024 09:23,24/06/2024 09:05,kir03,24/06/2024 14:07
f439aafc-bec6-4c53-9c4b-7721ed9a8975,Male,Youth,Transporters,Gombe,Rural,Yes,No,2024-06-24,WOFAN,Gombe-WOFAN,Sho7YRS56,24/06/2024 14:09,24/06/2024 08:39,sha02,24/06/2024 14:09
b534437f-1a25-46ad-806e-fb6fc5934dd4,Male,Youth,Transporters,Kano,Rural,Yes,No,2024-06-24,WOFAN,Kano-WOFAN,GarT0MV07,24/06/2024 10:45,24/06/2024 10:25,gmm55,24/06/2024 14:10
a2a1c369-223e-4932-ba70-98e91c6d00a1,Male,Youth,Transporters,FCT,Urban,Yes,Yes,2024-06-24,WOFAN,FCT-WOFAN,GwaC2G253,24/06/2024 14:06,24/06/2024 13:48,gwa28,24/06/2024 14:10
f83880d8-87b2-41d5-beee-7b56efcb7260,Male,Youth,Loaders,Bauchi,Rural,Yes,Yes,2024-06-24,WOFAN,Bauchi-WOFAN,DasSL2J57,24/06/2024 11:48,24/06/2024 11:35,das10,24/06/2024 14:11
5310b31f-4eb2-4c0b-a940-65575dc71f18,Male,Youth,Loaders,Kano,Rural,No,No,2024-06-24,WOFAN,Kano-WOFAN,TudF85823,24/06/2024 14:11,24/06/2024 13:57,tun15,24/06/2024 14:11
5f721e1c-cc94-4ca2-b63a-7a89a3bbd41f,Male,Youth,Loaders,Kano,Rural,Yes,Yes,2024-06-24,WOFAN,Kano-WOFAN,GarN3J234,24/06/2024 11:23,24/06/2024 10:59,bun16,24/06/2024 14:15
e3d923ff-18e4-4434-b578-3a9af02ee3c6,Male,Youth,Loaders,FCT,Rural,No,No,2024-06-24,WOFAN,FCT-WOFAN,KujD7VD47,24/06/2024 12:00,24/06/2024 11:48,kuj03,24/06/2024 14:20
98d715c4-3589-4d5f-9436-95a0d07244c8,Male,Youth,Transporters,Gombe,Urban,Yes,Yes,2024-06-24,WOFAN,Gombe-WOFAN,AkkA05D26,24/06/2024 14:16,24/06/2024 13:54,akk06,24/06/2024 14:20
33bc57f5-a0a3-4637-83e2-82e1087fe7a7,Male,Youth,Loaders,Jigawa,Rural,Yes,No,2024-06-24,WOFAN,Jigawa-WOFAN,JahW2G504,24/06/2024 14:21,24/06/2024 14:09,jah84,24/06/2024 14:21
112b6802-9e4b-404b-9727-c727b73b5d58,Male,Youth,Transporters,Jigawa,Rural,No,Yes,2024-06-24,WOFAN,Jigawa-WOFAN,JahNU2L22,24/06/2024 14:21,24/06/2024 14:14,jah41,24/06/2024 14:21
