formid,TypeofFinancialProduct/ServiceAccessed,Date,Cluster_Unique_ID,State,Implementing_Partner,username
d6c5df5d-9f04-43d1-9c43-c8a494577afa,Deposit_Account,2024-07-09,Ika7XXR45,Kaduna,WOFAN,ika25
f8c4c531-c366-4c2e-b9f8-434e8e8645b2,Deposit_Account,2024-07-09,Ika1B3J52,Kaduna,WOFAN,ika25
9b057d07-a3f5-40ec-8ade-ef17f5166c96,Deposit_Account,2024-07-09,IkaK9HD02,Kaduna,WOFAN,ika25
6071eec3-9f66-46f3-ab0c-d8f78f9a3509,Deposit_Account,2024-07-09,IkaYFJL04,Kaduna,WOFAN,ika26
fc74c9e0-c01f-4730-b99c-0ca58b9a7a93,Deposit_Account,2024-07-09,Ika7I5X25,Kaduna,WOFAN,ika26
4d54fd7c-4768-42f7-bc5c-9b500a3276d2,Deposit_Account,2024-07-09,Ika772Q53,Kaduna,WOFAN,ika26
5675b1af-2d2e-46a6-9c58-05a9e7205312,Deposit_Account,2024-07-09,IkaPVYU15,Kaduna,WOFAN,ika26
71a48868-688a-46bf-beb8-54ad8c089142,Deposit_Account,2025-07-09,IkaR3KB19,Kaduna,WOFAN,ika27
c44e6372-fee9-4d66-8d8a-de8d6d6eb5e5,Deposit_Account,2026-07-09,IkaJTIW25,Kaduna,WOFAN,ika28
02fb753e-c4e8-404b-9df9-acb4fe33cd78,Deposit_Account,2024-07-09,IkaHSZB33,Kaduna,WOFAN,ika28
7b13f399-522d-4b86-8f07-4c9548d033b3,Deposit_Account,2024-07-09,IkaU2V949,Kaduna,WOFAN,ika28
4cdbde13-8a49-4776-8366-8848332d4706,Deposit_Account,2024-07-08,JahJ7Q010,Jigawa,WOFAN,jah60
7b030eb0-aa05-4a4a-9097-b9da3a939104,Deposit_Account,2024-07-08,JahYIB038,Jigawa,WOFAN,jah60
dac31cd0-b13e-4bc2-9d9b-89ef87095ea2,Deposit_Account,2026-07-08,IkaYYHO12,Kaduna,WOFAN,ika29
68899211-9da1-48af-8925-570e1159dcd0,Deposit_Account,2024-07-08,JahGUXY02,Jigawa,WOFAN,jah60
0616ebb3-00b9-416f-9ff8-4beda0b75f6e,Deposit_Account,2024-07-08,JahBJEC26,Jigawa,WOFAN,jah60
c2525d97-38cb-4c10-b3e8-49ec8f7fe8b2,Deposit_Account,2024-07-08,JahZM8719,Jigawa,WOFAN,jah60
da072ece-eebd-4bd5-a9fa-ef9fe9724a00,Deposit_Account,2024-07-08,JahW9WX15,Jigawa,WOFAN,jah60
b5b3d2fc-5087-4996-bcd2-5de89c800a2d,Deposit_Account,2024-07-08,JahV17J37,Jigawa,WOFAN,jah60
4fe9c90c-512b-4fbd-b1ea-7bee3042d899,Deposit_Account,2024-07-08,JahT8K623,Jigawa,WOFAN,jah60
f5dfce2a-89d5-403d-82fb-71c2a310b506,Deposit_Account,2024-07-08,Jah5PWF29,Jigawa,WOFAN,jah60
f49f0102-056d-498d-acf1-cf499a3184c3,Deposit_Account,2024-07-08,JahH1F212,Jigawa,WOFAN,jah60
a14d59db-b84a-4150-a867-561dfaa48f08,Deposit_Account,2024-07-08,JahB2GF38,Jigawa,WOFAN,jah60
55fe43bd-abd7-4c71-8db0-05c2987d06c3,Deposit_Account,2024-07-08,JahU7GA44,Jigawa,WOFAN,jah60
e0c9ffeb-4817-431b-8953-37267a7ce029,Deposit_Account,2024-07-08,JahPV3N51,Jigawa,WOFAN,jah60
8a08d673-6369-4c29-aec6-6fc1abc1323d,Deposit_Account,2024-07-09,IkaVZBP17,Kaduna,WOFAN,ika30
6e44f044-01e6-4f60-9f11-78a103cdf0bf,Deposit_Account,2024-07-08,JahLIN139,Jigawa,WOFAN,jah60
a5b71b7e-7527-4565-ab9e-e5bd6b299c9b,Deposit_Account,2024-07-08,JahG1D413,Jigawa,WOFAN,jah60
8466bc83-c00a-4583-97dc-0220dbf24c62,Deposit_Account,2024-07-08,JahQEXX39,Jigawa,WOFAN,jah60
a5aa3aff-fd6f-4252-8083-913ae1321876,Deposit_Account,2024-07-08,Jah8ZQD19,Jigawa,WOFAN,jah60
b570fb68-0e0b-43b5-9185-affefcf97228,Deposit_Account,2024-07-08,JahM0X706,Jigawa,WOFAN,jah60
72a86f5e-3332-4ed7-9672-1e475ff2682e,Deposit_Account,2024-07-08,JahQR1426,Jigawa,WOFAN,jah60
d1e2b3e9-4228-4668-b10f-3d736910f91e,Deposit_Account,2024-07-08,Jah6F5B49,Jigawa,WOFAN,jah60
ff13941a-2105-445d-b1d9-ec3e0fa0123e,Deposit_Account,2024-07-09,IkaNN8O39,Kaduna,WOFAN,ika31
2731d702-8759-4c3c-abbe-bfba93635280,Deposit_Account,2024-07-08,JahXX8727,Jigawa,WOFAN,jah60
ce7205cc-c64c-461b-822f-965d7d50ea86,Deposit_Account,2024-07-08,JahCV4P13,Jigawa,WOFAN,jah60
2b94ddb2-a528-4494-9728-6daf53fd3457,Deposit_Account,2024-07-08,JahG7PI58,Jigawa,WOFAN,jah60
92ce694a-72ac-468a-b666-335b5dba6fdb,Deposit_Account,2024-07-08,JahS4TF23,Jigawa,WOFAN,jah60
6e6a9da8-6a4a-4300-b0c5-ebee6140e767,Deposit_Account,2024-07-08,JahNB0D39,Jigawa,WOFAN,jah60
7afd339e-278d-415d-b599-3c792df899aa,Deposit_Account,2024-07-25,Kal4J5G53,Gombe,WOFAN,kal15
48b8b7f9-2ddf-423d-bcff-8e46e7e24d81,Deposit_Account,2024-07-25,KalOUWM20,Gombe,WOFAN,kal15
67cba512-64c4-4dc4-9a9f-b4a15a15ae91,Deposit_Account,2024-07-10,BebRMYP53,Kano,WOFAN,kir01
47c4bc9c-e275-4826-ac21-cee5492c11ca,Deposit_Account,2035-07-10,BebH9DF58,Kano,WOFAN,kir01
c721d17a-8b2b-43a0-bfb0-72d8db54de5f,Deposit_Account,2024-07-10,Beb2R3O12,Kano,WOFAN,kir01
35cf1a0f-fe83-4d26-8b5f-f6c4952daefc,Deposit_Account,2024-07-10,BebLFTQ31,Kano,WOFAN,kir01
11cf8fd9-d7ab-43ba-9230-27735aa29c4b,Deposit_Account,2024-07-10,BebNG5D23,Kano,WOFAN,kir01
62278d24-a3a3-4d4a-9a13-49676447a01c,Deposit_Account,2024-07-10,KirMDUZ47,Kano,WOFAN,kir07
4879c181-e251-46f4-bfc4-856c4f03e54c,Deposit_Account,2033-07-10,Kir9OP158,Kano,WOFAN,kir07
da380241-fb5e-4631-b665-b3f2f35439b1,Deposit_Account,2031-07-10,KirZ3DT45,Kano,WOFAN,kir07
bd9d1c24-e619-4c28-ae64-c44b4f043043,Deposit_Account,2030-07-10,BebSQII42,Kano,WOFAN,kir11
a92397bf-fdda-4bc4-945c-25452fb626b7,Deposit_Account,2024-07-10,Beb51AQ31,Kano,WOFAN,kir11
2724788e-d323-4136-ac43-c6b4db4a09a6,Deposit_Account,2024-07-10,BebFH8D19,Kano,WOFAN,kir11
dda6f84e-243f-4cbe-907c-59cf6551e5aa,Deposit_Account,2024-07-10,Beb7QFE24,Kano,WOFAN,kir11
01e2bdd8-9a97-4a37-83f4-804fa61ae309,Deposit_Account,2024-07-10,BebLB6O08,Kano,WOFAN,kir11
d4dc99e4-8dee-46b6-90a5-f5a0c9ff3de7,Deposit_Account,2024-07-10,BebPRC934,Kano,WOFAN,kir11
1e95cfae-b44d-4eb8-9ced-979a4066814e,Deposit_Account,2024-07-10,KirF45B33,Kano,WOFAN,kir11
900fd64e-a130-42d1-9055-25be42beaa12,Deposit_Account,2024-07-10,KirZI5A01,Kano,WOFAN,kir11
c093fd32-0894-42f9-9d5a-38d2fb71dbd4,Deposit_Account,2024-07-10,Kir3HFP26,Kano,WOFAN,kir11
73e3a980-cc0a-49a4-b30e-2f587dee6b2b,Deposit_Account,2024-07-10,BebYHVT07,Kano,WOFAN,kir11
eeaf029e-3009-4f84-bf86-e7f651ecf20b,Deposit_Account,2025-08-11,BebO6XI08,Kano,WOFAN,kir11
6b089102-7387-409d-900d-7f6128347079,Deposit_Account,2024-07-10,BebTOF239,Kano,WOFAN,kir11
5ad095fd-181c-48b5-b167-892775f1a894,Deposit_Account,2024-07-10,KirID9D45,Kano,WOFAN,kir11
97e63b27-e656-48b1-ad81-19edec06507e,Deposit_Account,2024-07-10,KirSW8J26,Kano,WOFAN,kir11
42300303-0456-4edd-b0c5-e1d6307c28e6,Deposit_Account,2024-07-10,KirZOVP30,Kano,WOFAN,kir11
c441d925-d493-4a35-a85c-5f3b033aacb7,Deposit_Account,2024-07-10,Beb273A51,Kano,WOFAN,kir12
82746f84-8942-4ce9-a0b1-4c7686633509,Deposit_Account,2024-07-10,Beb588305,Kano,WOFAN,kir12
92da7da0-1219-4455-9e14-23d617b191c0,Deposit_Account,2035-07-10,BebXDQP24,Kano,WOFAN,kir12
6df10ca9-4008-4598-86bb-5a348fa4cc28,Deposit_Account,2024-07-10,BebS9OV38,Kano,WOFAN,kir12
5f67b19b-2e18-4c29-809b-c87cb0eb97d9,Deposit_Account,2024-07-10,BebWNAC33,Kano,WOFAN,kir13
6c01ccf9-cb12-4eab-b803-402996cf78ce,Deposit_Account,2024-07-10,Beb0IZF57,Kano,WOFAN,kir13
f562260c-4e12-4269-86e2-661cafbb6d50,Deposit_Account,2024-07-10,BebOR0E27,Kano,WOFAN,kir13
b8794eae-64e1-4586-84a2-6b5728b787b3,Deposit_Account,2024-07-10,BebZ6IO32,Kano,WOFAN,kir15
be58eb52-3674-4e00-864c-dee66fa59d23,Deposit_Account,2024-07-10,Beb4VV239,Kano,WOFAN,kir15
77bfcc59-997b-4343-8c52-1de0812f6c6b,Deposit_Account,2024-07-10,BebIZCD34,Kano,WOFAN,kir15
5ad9d917-065e-4fe3-b780-b1ffee5c5fd8,Deposit_Account,2024-07-10,KirXHDG20,Kano,WOFAN,kir16
00ec1e00-7ad7-4f20-be47-94eff0d9c365,Deposit_Account,2024-07-10,KirYXIX49,Kano,WOFAN,kir16
c54b0142-bb2c-4a6f-afd7-3f7c166f639c,Deposit_Account,2024-07-10,Kir28CE27,Kano,WOFAN,kir16
9a475b86-1b5c-42fb-8211-8b2ffdc374e1,Deposit_Account,2024-07-10,Beb1QQR15,Kano,WOFAN,kir19
2714d932-6214-4904-b3fc-41ef569ae650,Deposit_Account,2024-07-10,BebNX7Z05,Kano,WOFAN,kir19
8e80b26a-0698-4d66-94e6-f9f880751548,Deposit_Account,2024-07-10,BebJMMM22,Kano,WOFAN,kir19
b77056c4-880a-42c5-ba07-a11b293a1b2a,Deposit_Account,2024-07-10,KirW4AA18,Kano,WOFAN,kir20
c86b53e0-4006-428f-91fb-6547c9ad0933,Deposit_Account,2024-07-10,KirK3GQ20,Kano,WOFAN,kir20
032b20d4-a11a-4e6c-8a00-7cf0b70b5d29,Deposit_Account,2024-07-10,BebIY7Y03,Kano,WOFAN,kir20
75c930aa-53e1-42fa-be58-54f1269a846e,Deposit_Account,2024-07-10,BebJGKF08,Kano,WOFAN,kir21
5e33d9fa-dcb5-46a9-bd26-192f6f4eff26,Deposit_Account,2024-07-10,Beb7G9P25,Kano,WOFAN,kir21
fdc7abc2-dae7-4c90-9d61-87da5d18114e,Deposit_Account,2024-07-10,BebKW9M08,Kano,WOFAN,kir21
ce8c9429-4dca-4632-bebb-e45ab4b90426,Deposit_Account,2024-07-10,Beb2P7L35,Kano,WOFAN,kir22
635b8e3e-23b9-4fa0-ac1e-1feb232f7364,Deposit_Account,2024-07-10,BebB2N504,Kano,WOFAN,kir22
db10a88b-3d60-412e-8f10-6b9d09034a94,Deposit_Account,2024-07-10,Beb3BBV10,Kano,WOFAN,kir22
6a37f99b-23d3-40e2-a32a-013b98c4b099,Deposit_Account,2024-07-10,KurOYU839,Kano,WOFAN,kur01
f6637cfa-b366-4aca-b510-ef3a655e7c0d,Deposit_Account,2024-07-10,KurEUFZ59,Kano,WOFAN,kur01
a7ec806f-8dd2-460c-9153-8167c3d2639c,Deposit_Account,2024-07-10,GarH3JD10,Kano,WOFAN,kur01
e4a9df16-b1bf-479d-b06b-f0aa2a9c30c4,Deposit_Account,2024-07-10,GarA0FH19,Kano,WOFAN,kur02
d6964db2-e8c4-43d8-a80c-c4517a3aeeaa,Deposit_Account,2024-07-10,Kur4GFU29,Kano,WOFAN,kur02
17fa5336-adc9-405e-b79e-b19266ff61e2,Deposit_Account,2024-07-10,KurQJJ621,Kano,WOFAN,kur06
94b89200-3c21-4524-8360-d7388a1f7b28,Deposit_Account,2024-07-10,KurSP3726,Kano,WOFAN,kur06
06c7e983-62e9-4b5e-adb5-a4ddd223e95d,Deposit_Account,2024-07-10,KurWE1K38,Kano,WOFAN,kur06
faf3228d-f18a-4b02-a061-a7bf262e18a5,Deposit_Account,2024-07-10,Gar3XID10,Kano,WOFAN,kur07
e4bcefdd-9c4a-48f4-8168-31c9be494500,Deposit_Account,2024-07-10,KurZU5J41,Kano,WOFAN,kur07
ed45600c-7652-4509-8c33-08e0bbcf5040,Deposit_Account,2024-07-10,GarNH0501,Kano,WOFAN,kur07
38e4cbac-b935-40ab-bac3-5513693fe1d7,Deposit_Account,2024-07-10,Kur0CVY16,Kano,WOFAN,kur12
2b1f1bed-d70a-4861-b745-254cd8ca088f,Deposit_Account,2024-07-10,KurFCO249,Kano,WOFAN,kur12
a1ce86fa-e24c-4d8b-ad9c-5fa659f509fa,Deposit_Account,2024-07-10,KurRRX842,Kano,WOFAN,kur12
5b03f0ec-f50f-47e0-92da-abf0cfb3378d,Deposit_Account,2024-07-10,GarIBYB03,Kano,WOFAN,ran04
cd73742a-f126-4bff-9750-e4e36f7eecac,Deposit_Account,2024-07-10,Ran473O46,Kano,WOFAN,ran04
5fb2c878-513d-4f6f-9990-c7162f01ef19,Deposit_Account,2024-07-10,GarXPEG20,Kano,WOFAN,ran05
10221d32-ed70-400a-88b5-6bf6cc286668,Deposit_Account,2024-07-10,GarN5H847,Kano,WOFAN,ran05
43019110-3c36-47a2-bb1c-74e50f0e80f6,Deposit_Account,2024-07-10,Ran6NOH25,Kano,WOFAN,ran12
5e2949a0-87a9-45a3-ad49-e0549233b8ff,Deposit_Account,2024-07-10,RanB46Z34,Kano,WOFAN,ran12
b8437f7f-0bb7-457a-ab73-88f1e26cdee1,Deposit_Account,2024-07-10,RanJ3FP27,Kano,WOFAN,ran12
45ed60ab-b75e-41b9-86a1-12e3fa1f5f12,Deposit_Account,2024-07-10,RimPLHJ09,Kano,WOFAN,rig02
74c6a96c-0e8f-47af-a691-9cff6fed1b93,Deposit_Account,2024-07-10,RimXSAD35,Kano,WOFAN,rig02
44283b82-807f-4f15-8a65-a40a6a1d974d,Deposit_Account,2024-07-10,RimK48U40,Kano,WOFAN,rig02
373c328e-bde7-4a79-b04f-807757a22a30,Deposit_Account,2024-07-10,BagSZHI28,Kano,WOFAN,rig02
8a411578-f51b-488a-acfb-2f468c7c8b3d,Deposit_Account,2024-07-10,TofN59R47,Kano,WOFAN,rig03
49f13b07-d665-4542-85af-5aaf7d43c51c,Deposit_Account,2024-07-10,TofWBGM02,Kano,WOFAN,rig03
ef307470-850c-4c09-b97e-9c3cad3a6db1,Deposit_Account,2024-07-10,TofH1WE18,Kano,WOFAN,rig03
ac5ee462-7f2d-4497-a01b-6e2416adfc1c,Deposit_Account,2024-07-10,TofI0RB13,Kano,WOFAN,rig03
836dfb96-fa33-4a9a-87ae-ac10a9371f21,Deposit_Account,2024-07-10,BagG1SW17,Kano,WOFAN,rig04
8626ded6-e0e0-4728-a2f1-5b54b19fc4f5,Deposit_Account,2024-07-10,BagBEDJ45,Kano,WOFAN,rig04
e7eebb55-0743-4050-b355-5502e839c58f,Deposit_Account,2024-07-10,RimVM1I02,Kano,WOFAN,rig04
4218c28c-9c3a-4e03-83c6-3f60c61a774c,Deposit_Account,2024-07-10,RimZTD033,Kano,WOFAN,rig04
2c9eec68-b1fd-41ad-8227-965eb8e8acbf,Deposit_Account,2024-07-10,RimQZIM59,Kano,WOFAN,rig04
64c45ea9-bbdc-4abe-9bf0-ae519fa649e5,Deposit_Account,2024-07-10,RimAMK931,Kano,WOFAN,rig04
ff516afe-9a51-4ccf-a536-82efad6c2224,Deposit_Account,2024-07-10,TofHSF310,Kano,WOFAN,rig08
6e3f4564-2ab2-4d4c-83aa-63ecf7337bb1,Deposit_Account,2024-07-10,Tof7DYM44,Kano,WOFAN,rig08
ecf863e7-6f17-4def-8b5d-b22c493a10e8,Deposit_Account,2024-07-10,TofZJLG55,Kano,WOFAN,rig08
b1999061-48e1-4bbd-9e77-b4c1e8dd2ca2,Deposit_Account,2024-07-08,RinPOSN13,Jigawa,WOFAN,rin26
ba525314-5f3a-4296-bb7c-e1b7726ce3a0,Deposit_Account,2024-07-08,RinQW0X01,Jigawa,WOFAN,rin26
2bfcd0d7-f783-49c4-879d-fa0acace430e,Deposit_Account,2024-07-08,RinJESA13,Jigawa,WOFAN,rin26
edbceb9a-5bb0-4ff4-801e-c8338af6a94b,Deposit_Account,2024-07-08,RinZQE535,Jigawa,WOFAN,rin26
10896717-08a4-47d7-8840-5983d675a107,Deposit_Account,2024-07-08,RinYNXQ42,Jigawa,WOFAN,rin26
6b14b881-78e6-44b9-b9a3-30fe5e9d66ff,Deposit_Account,2024-07-08,RinPUS001,Jigawa,WOFAN,rin26
07b7190e-eab7-4eba-b558-5f29192679d0,Deposit_Account,2024-07-08,RinYNBA29,Jigawa,WOFAN,rin26
93633de9-d320-4787-a0ef-81b522c859d0,Deposit_Account,2024-07-08,RinEIEQ39,Jigawa,WOFAN,rin26
454d5d4d-61d8-4241-b885-fab49e37fff5,Deposit_Account,2024-07-08,RinNEGS51,Jigawa,WOFAN,rin26
aaec5ed3-1061-4325-a4de-3dcbd492888c,Deposit_Account,2024-07-08,RinP06Q19,Jigawa,WOFAN,rin26
624232c2-f8b1-4ef0-b45e-ae5ee271c72b,Deposit_Account,2024-07-08,RinGYKD16,Jigawa,WOFAN,rin26
5f5ab0ab-0585-4c8e-8879-4b1f5b21d049,Deposit_Account,2024-07-08,RinE06S51,Jigawa,WOFAN,rin26
6644d609-a01a-4cf7-8a70-1b5c91f28c32,Deposit_Account,2024-07-08,RinAZD143,Jigawa,WOFAN,rin26
24a3f3cd-f9c1-4f6e-8497-6b7173826f4b,Deposit_Account,2024-07-08,RinP5YX00,Jigawa,WOFAN,rin26
0ef79198-09b7-445f-b95d-85b6acc67f83,Deposit_Account,2024-07-08,Rin065N16,Jigawa,WOFAN,rin26
3d15c2cc-e6a1-471d-ab57-c2ffb084782c,Deposit_Account,2024-07-08,RinA72Q43,Jigawa,WOFAN,rin26
05c446e5-9ddb-46c3-a033-fa43f95ae0f3,Deposit_Account,2024-07-08,RinWPUO06,Jigawa,WOFAN,rin26
83de4420-c5af-468e-86bc-23364d180067,Deposit_Account,2024-07-08,Rin4LGT24,Jigawa,WOFAN,rin26
a885a75c-2e8c-4761-90d9-5d66fc37517f,Deposit_Account,2024-07-08,RinIGJI41,Jigawa,WOFAN,rin26
642140e2-33e2-4207-8902-a63b19485a28,Deposit_Account,2024-07-08,Rin8HHZ15,Jigawa,WOFAN,rin26
