formid,Training_or_Title,EW_ID,received_on
983e89e0-374b-4342-9087-d7b9dbd91c57,Comm._Partner_Registration,Bil300,18/05/2025 16:29
aa23565a-c6d1-4f9a-a59d-58029a2ecd4b,GAP_&_crop_management,Bil300,18/05/2025 16:29
ca74b65f-693f-43b6-856a-89e9d207a75f,ICT_solutions_for_agriculture,Bil300,18/05/2025 16:29
b5f41d23-81f1-4642-9b26-fcde44b06577,"Group_formation,_and_dynamics_for_financial_inclusion",Bil300,18/05/2025 16:29
ebce2bd7-8632-4670-8c28-195f320311fc,Comm._Partner_Registration,Bil301,18/05/2025 16:29
fd5bb6a2-7bd5-4ad4-85eb-e6eca6aac8f3,GAP_&_crop_management,Bil301,18/05/2025 16:29
0410594a-de2b-4986-a012-e346bb1678e9,ICT_solutions_for_agriculture,Bil301,18/05/2025 16:29
73a76b17-3177-453a-88a1-4611c8a17e44,"Group_formation,_and_dynamics_for_financial_inclusion",Bil301,18/05/2025 16:29
e18e4514-7565-4601-ae38-442e2c189257,Comm._Partner_Registration,Kal300,18/05/2025 16:29
7b3a1b08-5acb-4d73-93a1-f806b3265a8c,GAP_&_crop_management,Kal300,18/05/2025 16:29
9f8f6efd-5e38-4204-864f-982cf9f38ee8,ICT_solutions_for_agriculture,Kal300,18/05/2025 16:29
cbef0fa3-1e69-49dd-b721-20b6d60b8a25,"Group_formation,_and_dynamics_for_financial_inclusion",Kal300,18/05/2025 16:29
62b19687-54aa-4443-8b22-b1b3972e7e97,Comm._Partner_Registration,Kal301,18/05/2025 16:29
2354c88b-0f59-463d-850a-8263eacebf3d,GAP_&_crop_management,Kal301,18/05/2025 16:29
cf9b47ef-8733-4126-aa14-92b85f5226f8,ICT_solutions_for_agriculture,Kal301,18/05/2025 16:29
16e6a1b1-d170-44ee-8315-bb0a3c4d7d1d,"Group_formation,_and_dynamics_for_financial_inclusion",Kal301,18/05/2025 16:29
f8d1cad0-1b24-4ba4-97ba-165c1607e1d4,Comm._Partner_Registration,Kal302,18/05/2025 16:30
8c87b8a0-d1a9-4f23-bbca-03029b9e6003,GAP_&_crop_management,Kal302,18/05/2025 16:30
ef7cdccc-3f76-4a3c-842b-031bdf873619,ICT_solutions_for_agriculture,Kal302,18/05/2025 16:30
d6aedd79-ac07-4843-94be-d041cf76dfe5,"Group_formation,_and_dynamics_for_financial_inclusion",Kal302,18/05/2025 16:30
33a3834b-5fdf-4ebe-8038-07bd07191bc0,Comm._Partner_Registration,Kal303,18/05/2025 16:30
ba721e68-5fdc-4494-98e5-a79f9e78de81,GAP_&_crop_management,Kal303,18/05/2025 16:30
60974ec3-4f45-4d9f-9d41-7fbd2dee2e6b,ICT_solutions_for_agriculture,Kal303,18/05/2025 16:30
af99be26-ba00-40af-8b94-82c33ed010fa,"Group_formation,_and_dynamics_for_financial_inclusion",Kal303,18/05/2025 16:30
74b07d02-cb52-4f09-aef2-542ca17e2fca,Comm._Partner_Registration,Kal304,18/05/2025 16:30
76f72bbc-e953-4b54-a273-0cc2bd336f9e,GAP_&_crop_management,Kal304,18/05/2025 16:30
563c09a4-5ef9-452d-adfa-a3439f4ff2ab,ICT_solutions_for_agriculture,Kal304,18/05/2025 16:30
3dd9fdc9-71bb-4d19-a1ed-5e1c1eb8fcee,"Group_formation,_and_dynamics_for_financial_inclusion",Kal304,18/05/2025 16:30
995e37ff-f76a-49d4-88a5-e840999ba3e3,Comm._Partner_Registration,Kal305,18/05/2025 16:30
05ed4a27-67a4-4d69-809d-8baf7a81d142,GAP_&_crop_management,Kal305,18/05/2025 16:30
1b68afc2-3691-4e4b-8057-9a8b6c1a6fe8,Comm._Partner_Registration,Kal306,18/05/2025 16:30
5fb86466-2f9a-434a-831d-c6aaaf7214f4,GAP_&_crop_management,Kal306,18/05/2025 16:30
23d44da7-7d89-4d11-8a7b-82bf815b935b,ICT_solutions_for_agriculture,Kal306,18/05/2025 16:30
ac6b576e-52a6-46cf-9574-647268796699,"Group_formation,_and_dynamics_for_financial_inclusion",Kal306,18/05/2025 16:30
841c9417-ab43-45c9-ac3f-50901173b63a,Comm._Partner_Registration,Sho300,18/05/2025 16:31
6612fad4-c9ac-4a81-bd0f-fd611c1a13dd,GAP_&_crop_management,Sho300,18/05/2025 16:31
bae5e7d5-d9cf-46f4-92a9-4198b007f9c2,ICT_solutions_for_agriculture,Sho300,18/05/2025 16:32
553ffd3f-7814-4973-843d-d83872155164,"Group_formation,_and_dynamics_for_financial_inclusion",Sho300,18/05/2025 16:32
b82c7cd8-20af-4a79-9f38-00ec51e7e069,Comm._Partner_Registration,Sho301,18/05/2025 16:33
c9d91f35-84c3-4a53-b013-5bf727d41090,GAP_&_crop_management,Sho301,18/05/2025 16:33
c79e664a-75ca-49dc-9276-f84b7656f2ca,ICT_solutions_for_agriculture,Sho301,18/05/2025 16:34
91c41c0d-5548-495d-aaef-2e802d9a864b,"Group_formation,_and_dynamics_for_financial_inclusion",Sho301,18/05/2025 16:34
21b04363-16dc-46f7-8aaa-8ce7184c1623,Comm._Partner_Registration,Sho302,18/05/2025 16:35
598e5bc0-37bb-47de-a37d-bc86b118323e,GAP_&_crop_management,Sho302,18/05/2025 16:35
7ae32be2-d2e2-406c-80e9-19197c5b997d,ICT_solutions_for_agriculture,Sho302,18/05/2025 16:36
e423fe18-8a8b-4ca9-827a-dd83fa88a7bc,"Group_formation,_and_dynamics_for_financial_inclusion",Sho302,18/05/2025 16:36
db721307-ccf9-4bb8-ac00-7f5fde0d5fab,GAP_&_crop_management,Deb300,18/05/2025 16:37
0fef9791-efee-44ad-a964-f0bb4d3f8d93,ICT_solutions_for_agriculture,Deb300,18/05/2025 16:38
d43fa41e-5243-4633-a405-66d99f4981f4,"Group_formation,_and_dynamics_for_financial_inclusion",Deb300,18/05/2025 16:38
20ac1921-f82f-4938-98f0-dc8f39eaaf12,Comm._Partner_Registration,Deb301,18/05/2025 16:39
14a5a113-3213-4fdd-8946-ebcbcdfcb5a5,GAP_&_crop_management,Deb301,18/05/2025 16:39
5e400f04-2bc8-4aed-ade3-934abb0138f5,ICT_solutions_for_agriculture,Deb301,18/05/2025 16:40
2bdb4209-048f-46fa-bc3a-97084b7f8afe,"Group_formation,_and_dynamics_for_financial_inclusion",Deb301,18/05/2025 16:41
5a788c23-ba77-49a8-9f3a-2a727a5c859d,Comm._Partner_Registration,Deb302,18/05/2025 16:41
fae96903-6ef1-4ac7-ba93-6bde05f9a7c8,GAP_&_crop_management,Deb302,18/05/2025 16:41
04bc72e7-f240-41b2-acd0-e933bad7eb16,ICT_solutions_for_agriculture,Deb302,18/05/2025 16:42
ada3a913-7af9-4f01-b9d6-39ea59f65f72,"Group_formation,_and_dynamics_for_financial_inclusion",Deb302,18/05/2025 16:42
c9e4848c-5fde-4686-a6af-4e0a125a3293,Comm._Partner_Registration,Deb303,18/05/2025 16:43
3c6f4116-fbea-4d0a-8df4-88db703c8c24,GAP_&_crop_management,Deb303,18/05/2025 16:43
ec58d243-e4d0-43fa-a3e2-9726d165791b,ICT_solutions_for_agriculture,Deb303,18/05/2025 16:43
71c7dbf5-eedb-4de3-8923-3707571ca840,"Group_formation,_and_dynamics_for_financial_inclusion",Deb303,18/05/2025 16:44
fdafda1f-561e-441c-ab47-d47de486a328,Comm._Partner_Registration,Deb304,18/05/2025 16:44
dd5e33ff-bf7e-4162-82a0-b77cc765653c,GAP_&_crop_management,Deb304,18/05/2025 16:45
f40e1801-ded0-4ba1-9ae5-e11f1b9120da,ICT_solutions_for_agriculture,Deb304,18/05/2025 16:45
7f7de505-9a47-4076-88c5-5a2b06b64340,"Group_formation,_and_dynamics_for_financial_inclusion",Deb304,18/05/2025 16:46
df16bcd5-6331-4c06-9bfe-7a088055b906,Comm._Partner_Registration,Deb305,18/05/2025 16:47
5179bf1d-60e1-4bc1-bfd1-4b0c95f4be56,GAP_&_crop_management,Deb305,18/05/2025 16:47
8bd04748-8415-4565-bcb8-82870b4717ff,ICT_solutions_for_agriculture,Deb305,18/05/2025 16:48
8137c573-ce36-41e5-93ea-2b5e6873578b,"Group_formation,_and_dynamics_for_financial_inclusion",Deb305,18/05/2025 16:48
bf678bad-b307-4828-8802-270f1cdeab68,Comm._Partner_Registration,Deb306,18/05/2025 16:49
74ff18ff-101d-4037-b97e-ac47b25e37e2,GAP_&_crop_management,Deb306,18/05/2025 16:49
38a44808-96ac-4b7f-9686-308f256f13fb,ICT_solutions_for_agriculture,Deb306,18/05/2025 16:49
4ef5e7cf-a8e1-477a-812b-9cbd789e4cf6,"Group_formation,_and_dynamics_for_financial_inclusion",Deb306,18/05/2025 16:49
68b292a9-ad9e-4f63-a3bd-44d7e1e49cde,Comm._Partner_Registration,Deb307,18/05/2025 16:50
22807c5c-0b17-41ff-b333-bf9eae49d643,GAP_&_crop_management,Deb307,18/05/2025 16:50
81d42e32-1f84-40a9-b3eb-63cb7344be32,ICT_solutions_for_agriculture,Deb307,18/05/2025 16:51
47c702d4-d39f-4e1f-85c0-a6d28d786b96,"Group_formation,_and_dynamics_for_financial_inclusion",Deb307,18/05/2025 16:51
76122529-b23b-42e5-b16b-8a7674aa7df3,Comm._Partner_Registration,Deb308,18/05/2025 16:51
0dc7eb01-2017-43c7-814d-6c8b80fbd037,GAP_&_crop_management,Deb308,18/05/2025 16:52
cb05b958-3acf-40e5-a59f-34c3a721e484,ICT_solutions_for_agriculture,Deb308,18/05/2025 16:52
95abb995-ed73-424a-8183-096f20710b12,"Group_formation,_and_dynamics_for_financial_inclusion",Deb308,18/05/2025 16:53
f4122549-630e-4d7e-89fe-2a11b49dcd99,Comm._Partner_Registration,Deb309,18/05/2025 16:53
8cf22d06-1718-4f15-9e2f-352dd0c90172,GAP_&_crop_management,Deb309,18/05/2025 16:54
2a5a9207-30d2-4e86-a046-783af804e32c,ICT_solutions_for_agriculture,Deb309,18/05/2025 16:54
05a445d2-7904-4163-8a34-2fe4f22cbc57,"Group_formation,_and_dynamics_for_financial_inclusion",Deb309,18/05/2025 16:54
b11f3e87-c1dc-40c9-9912-bac4bd174baf,Comm._Partner_Registration,Deb310,18/05/2025 17:05
71adfb9c-103c-47bb-b0cd-159d3abfe3a5,GAP_&_crop_management,Deb310,18/05/2025 17:05
dad8a244-fd1d-4adc-9407-9fed93bcabc0,ICT_solutions_for_agriculture,Deb310,18/05/2025 17:05
