formid,CoopGender,CoopAgeGroup,CoopState,CoopLGA,CoopOperateJointVenture,CoopMajorBizArea,MajorCropGrownByCoop,MajorCommodityProcessedByCoop,MajorCommodityMarketedByCoop,Have_elected _excos,Have_active_bank_account,Implementing_partner,State-IP,GenCooperativeUniqueID,completed_time,started_time,username,received_on,NatureOfCoopMember,Type_of_Location
62526729-aa68-45bf-a8b2-4366e1c0876b,Female,Youth,Kano,Rimi_Gado,Yes,Processing,---,Rice,---,Yes,No,WOFAN,Kano-WOFAN,Rim7BI927,02/01/2024 10:08,02/01/2024 09:58,rig17,02/01/2024 10:09,Producers/Processors,Rural
bab05a0b-e653-4d18-b166-ec7f0d2576d9,Female,Youth,Jigawa,Jahun,Yes,Production,Rice,---,---,Yes,Yes,WOFAN,Jigawa-WOFAN,Jah4W1T57,02/01/2024 10:09,02/01/2024 09:54,jah44,02/01/2024 10:09,Producers,Rural
7ddd4639-375f-4873-82d8-45cc486b9b52,Female,Youth,Jigawa,Jahun,Yes,Production,Maize,---,---,Yes,No,WOFAN,Jigawa-WOFAN,JahKWT602,02/01/2024 09:24,02/01/2024 09:09,jah53,02/01/2024 10:11,Producers,Rural
38241962-54ce-4700-a450-c0c45166e4c4,Female,Youth,Kano,Rimi_Gado,Yes,Production,Sorghum,---,---,Yes,Yes,WOFAN,Kano-WOFAN,RimEIUM46,02/01/2024 10:12,02/01/2024 09:25,rig01,02/01/2024 10:12,Producers/Processors,Rural
0774e803-6a36-4c06-ae31-1931255e91d6,Female,Youth,Jigawa,Jahun,Yes,Production,Rice,---,---,Yes,Yes,WOFAN,Jigawa-WOFAN,Jah57DS08,02/01/2024 09:42,02/01/2024 09:31,jah66,02/01/2024 10:20,Producers/Processors,Rural
bf779ab7-31e3-4f52-b1ae-8ac6d8fab7d3,Female,Youth,Bauchi,Warji,No,---,---,---,---,No,No,WOFAN,Bauchi-WOFAN,WarRFHC57,01/01/2024 16:03,01/01/2024 15:52,war03,02/01/2024 10:24,Producers/Processors,Rural
539ed15f-bf42-41ee-9073-bf39654c4bcf,Female,Youth,Jigawa,Jahun,Yes,Agro-Input_Dealer,---,---,---,Yes,Yes,WOFAN,Jigawa-WOFAN,JahN4HI33,02/01/2024 10:28,02/01/2024 10:08,jah80,02/01/2024 10:28,Producers,Rural
a2041034-9a4f-4d19-b93c-0331b1e1e737,Female,Youth,Bauchi,Bauchi,Yes,Production,Rice,---,---,Yes,No,WOFAN,Bauchi-WOFAN,BauKYJ516,02/01/2024 10:40,02/01/2024 10:26,bau12,02/01/2024 10:40,Producers/Processors,Urban
3f8f9bff-bca9-4a94-986c-c899c8de80c4,Female,Youth,Jigawa,Jahun,Yes,Production,Groundnut,---,---,Yes,Yes,WOFAN,Jigawa-WOFAN,JahPSY400,02/01/2024 10:41,02/01/2024 10:21,jah50,02/01/2024 10:41,Producers/Processors,Rural
0344e9d7-fbb4-428e-9b91-a0b7551bfda5,Female,Youth,Jigawa,Jahun,Yes,Agro-Trader,---,---,Groundnut,Yes,Yes,WOFAN,Jigawa-WOFAN,JahKPOV36,02/01/2024 10:42,02/01/2024 10:31,jah81,02/01/2024 10:42,Marketers,Rural
99225c81-a926-4f91-b5fe-33fa840efb8e,Female,Youth,Kano,Garum_Mallam,Yes,Production,Rice,---,---,No,Yes,WOFAN,Kano-WOFAN,GarZ0AG32,02/01/2024 10:49,02/01/2024 10:34,bun03,02/01/2024 10:50,Producers,Rural
8e9a89a7-40ff-48e4-a436-f22033e1c405,Female,Youth,Kano,Garum_Mallam,No,---,---,---,---,Yes,No,WOFAN,Kano-WOFAN,Gar01JH46,02/01/2024 10:58,02/01/2024 10:17,bun20,02/01/2024 10:59,Producers,Rural
abfe7490-4cfa-46b6-aa29-8098a2fd455c,Female,Youth,Jigawa,Jahun,No,---,---,---,---,Yes,No,WOFAN,Jigawa-WOFAN,JahYX1Y31,02/01/2024 11:04,02/01/2024 10:23,jah54,02/01/2024 11:05,Producers/Processors,Rural
6e256498-00f2-4e25-8972-afce55f88cf5,Female,Youth,Jigawa,Jahun,Yes,Production,Rice,---,---,Yes,No,WOFAN,Jigawa-WOFAN,JahUEAZ18,02/01/2024 11:05,02/01/2024 10:49,jah84,02/01/2024 11:05,Producers,Rural
54bea339-3b07-4829-ad5f-8be68a98abf1,Female,Youth,Jigawa,Jahun,Yes,Production,Rice,---,---,Yes,No,WOFAN,Jigawa-WOFAN,Jah9XOL30,02/01/2024 11:06,02/01/2024 10:52,jah59,02/01/2024 11:06,Producers/Processors,Rural
6711d557-6636-4a1b-a743-f8882c796c3d,Female,Youth,Kano,Garum_Mallam,No,---,---,---,---,Yes,No,WOFAN,Kano-WOFAN,GarC6S704,02/01/2024 11:19,02/01/2024 11:05,bun20,02/01/2024 11:19,Producers,Rural
58dba422-0400-44e5-90b2-178a2087fbc9,Female,Youth,Jigawa,Jahun,No,---,---,---,---,Yes,Yes,WOFAN,Jigawa-WOFAN,JahORDD12,02/01/2024 11:30,02/01/2024 11:05,jah43,02/01/2024 11:30,Producers,Rural
6ced6dd9-1469-45b4-b2bd-761835a55f81,Female,Youth,Kano,Rimi_Gado,Yes,Production,Maize,---,---,Yes,Yes,WOFAN,Kano-WOFAN,RimXSH759,02/01/2024 11:34,02/01/2024 11:22,rig11,02/01/2024 11:34,Producers/Processors,Rural
a6163777-2de9-40f3-8855-251d0eca723a,Female,Youth,Kano,Garum_Mallam,Yes,Agro-Input_Dealer,---,---,---,Yes,Yes,WOFAN,Kano-WOFAN,GarGA2V02,02/01/2024 11:23,02/01/2024 11:12,bun05,02/01/2024 11:45,Producers,Rural
0f86553b-d93a-42da-add2-2bc0990bda80,Female,Youth,Bauchi,Warji,No,---,---,---,---,Yes,No,WOFAN,Bauchi-WOFAN,WarOCWD58,02/01/2024 11:47,02/01/2024 11:24,war05,02/01/2024 11:48,Producers/Processors,Rural
3cb28335-a6eb-4a01-a8b6-6d8288e0f52a,Female,Youth,Bauchi,Bauchi,No,---,---,---,---,Yes,No,WOFAN,Bauchi-WOFAN,BauJTJ336,02/01/2024 11:49,02/01/2024 11:31,bau16,02/01/2024 11:49,Producers,Urban
b049ae09-7e25-416e-baa4-45fb295d3dce,Female,Youth,Bauchi,Warji,Yes,Agro-Input_Dealer,---,---,---,Yes,No,WOFAN,Bauchi-WOFAN,WarIQKA27,02/01/2024 11:04,02/01/2024 10:50,war03,02/01/2024 11:53,Producers/Processors,Rural
b555cb1b-71b4-4c06-a494-7f5f645066ae,Female,Youth,Kano,Bagwai,Yes,Production,Maize,---,---,Yes,No,WOFAN,Kano-WOFAN,BagGQJ514,02/01/2024 11:56,02/01/2024 11:20,bag06,02/01/2024 11:56,Producers/Processors,Rural
626485b7-4667-40a4-977f-aae3417dcb1a,Female,Youth,Kaduna,Ikara,Yes,Processing,---,Maize,---,Yes,No,WOFAN,Kaduna-WOFAN,IkaOD4N43,02/01/2024 11:32,02/01/2024 10:56,ika25,02/01/2024 12:00,Producers,Rural
2b3eed7c-de15-4cef-bf14-4fb493e5c340,Female,Youth,Kaduna,Ikara,Yes,Production,Rice,---,---,Yes,No,WOFAN,Kaduna-WOFAN,IkaMV6228,02/01/2024 12:01,02/01/2024 11:37,ika14,02/01/2024 12:07,Producers/Processors,Rural
0b1a1ffa-3928-45c5-b3b9-748167bebfd3,Female,Youth,Kano,Kura,Yes,Production,Rice,---,---,Yes,Yes,WOFAN,Kano-WOFAN,KurU6N912,02/01/2024 12:12,02/01/2024 11:38,kur05,02/01/2024 12:12,Producers,Urban
d6e5ff49-109a-465d-9855-8699f23c32ec,Female,Youth,Kaduna,Ikara,Yes,Processing,---,Groundnut,---,Yes,No,WOFAN,Kaduna-WOFAN,IkaAIJS20,02/01/2024 12:14,02/01/2024 11:54,ika36,02/01/2024 12:16,Producers/Processors,Rural
e9207070-e9cb-4d34-899d-cde92af7e0ec,Female,Youth,Gombe,Billiri,Yes,Production,Maize,---,---,Yes,Yes,WOFAN,Gombe-WOFAN,BilAU7N22,02/01/2024 11:07,02/01/2024 10:52,bill07,02/01/2024 12:20,Producers,Peri_urban
7428cc35-88a8-44ed-9cd7-45d503ed49ca,Female,Youth,Gombe,Billiri,Yes,Production,Groundnut,---,---,Yes,Yes,WOFAN,Gombe-WOFAN,BilG9RU25,02/01/2024 11:37,02/01/2024 11:21,bill07,02/01/2024 12:20,Producers,Peri_urban
83cb70b4-728c-4e89-a47c-2acbe2f14c71,Female,Youth,Gombe,Billiri,Yes,Production,Groundnut,---,---,Yes,No,WOFAN,Gombe-WOFAN,BilO3MG08,02/01/2024 12:07,02/01/2024 11:50,bill07,02/01/2024 12:21,Producers,Peri_urban
2cd812ce-a8e5-4516-83a5-66d5894d3a5a,Female,Youth,Kaduna,Ikara,Yes,Production,Maize,---,---,Yes,No,WOFAN,Kaduna-WOFAN,IkaPR9W14,02/01/2024 12:25,02/01/2024 12:09,ika13,02/01/2024 12:25,Producers/Processors,Rural
c0027580-a09e-4e13-888d-fe52bd82e7dc,Female,Youth,Kaduna,Ikara,Yes,Production,Maize,---,---,Yes,No,WOFAN,Kaduna-WOFAN,IkaEKVG59,02/01/2024 12:26,02/01/2024 11:58,ika11,02/01/2024 12:26,Producers/Processors,Rural
35b69589-a510-42b4-8199-057a5386ec6e,Female,Youth,Jigawa,Jahun,Yes,Agro-Input_Dealer,---,---,---,Yes,Yes,WOFAN,Jigawa-WOFAN,JahQA6302,02/01/2024 12:36,02/01/2024 12:15,jah55,02/01/2024 12:36,Producers,Rural
5aacbca7-5830-4602-8d92-de44dd97b5ac,Female,Youth,Kano,Tudun_Wada,Yes,Agro-Input_Dealer,---,---,---,Yes,Yes,WOFAN,Kano-WOFAN,Tud39QZ49,02/01/2024 08:34,02/01/2024 08:05,tun17,02/01/2024 12:41,Producers/Processors,Rural
ab01b389-b2f0-4ba9-87ea-0d99afc5e2ab,Female,Youth,Jigawa,Jahun,Yes,Production,Rice,---,---,Yes,Yes,WOFAN,Jigawa-WOFAN,JahAJT112,02/01/2024 10:46,02/01/2024 09:42,jah49,02/01/2024 12:47,Producers/Processors,Rural
621876d1-6c38-466c-91c7-0b272598b625,Female,Youth,Jigawa,Jahun,Yes,Processing,---,Maize,---,Yes,Yes,WOFAN,Jigawa-WOFAN,JahC4RZ21,02/01/2024 12:54,02/01/2024 12:32,jah68,02/01/2024 12:54,Producers,Rural
b4b19f9a-5713-4d2e-8f48-90285f02fae6,Female,Youth,Kano,Bagwai,Yes,Production,Maize,---,---,Yes,Yes,WOFAN,Kano-WOFAN,BagJ4K753,02/01/2024 11:29,02/01/2024 11:09,bag07,02/01/2024 12:56,Producers/Processors,Rural
8bd7aae6-71ff-4821-8622-3c989731dd22,Female,Youth,Jigawa,Jahun,Yes,Mechanization_service_provider,---,---,---,Yes,Yes,WOFAN,Jigawa-WOFAN,JahKIO453,02/01/2024 12:35,02/01/2024 12:14,jah57,02/01/2024 12:57,Producers/Processors,Rural
9a104d62-b74d-4943-aaaa-d9e9c9cf2973,Female,Youth,Kano,Bagwai,Yes,Production,Maize,---,---,Yes,No,WOFAN,Kano-WOFAN,BagL0FB00,02/01/2024 12:57,02/01/2024 12:10,tof71,02/01/2024 12:58,Producers,Rural
0d380b9c-9f7e-4d41-8418-69b5da8efb9e,Female,Youth,Jigawa,Jahun,Yes,Production,Rice,---,---,Yes,Yes,WOFAN,Jigawa-WOFAN,Jah0FWA05,02/01/2024 12:58,02/01/2024 12:20,jah66,02/01/2024 13:00,Producers,Rural
c13c86a3-e6bd-4c8b-bd5e-6ebadac623f7,Female,Youth,Gombe,Billiri,Yes,Production,Maize,---,---,Yes,No,WOFAN,Gombe-WOFAN,BilAR1914,02/01/2024 13:00,02/01/2024 12:50,bill02,02/01/2024 13:00,Producers,Rural
893aafa0-d741-4300-be9a-af483f01382b,Female,Youth,Bauchi,Warji,No,---,---,---,---,Yes,No,WOFAN,Bauchi-WOFAN,WarNIZ047,02/01/2024 13:05,02/01/2024 12:58,war05,02/01/2024 13:06,Producers,Rural
4944d1da-da9e-4bbd-939b-6a327ed09d8f,Female,Youth,Jigawa,Jahun,Yes,Agro-Input_Dealer,---,---,---,Yes,Yes,WOFAN,Jigawa-WOFAN,JahK7N953,02/01/2024 12:30,02/01/2024 12:01,jah56,02/01/2024 13:07,Producers,Peri_urban
69ae6dd7-6c27-4dc0-b764-3d88facaef5f,Female,Youth,Kano,Garum_Mallam,No,---,---,---,---,Yes,Yes,WOFAN,Kano-WOFAN,GarHTTX11,02/01/2024 13:13,02/01/2024 12:42,bun08,02/01/2024 13:17,Producers,Rural
6175056e-6827-4c1a-9e2a-f9e9e64edb33,Female,Youth,Jigawa,Jahun,Yes,Production,Maize,---,---,Yes,No,WOFAN,Jigawa-WOFAN,JahU4IV52,02/01/2024 09:39,02/01/2024 09:17,jah42,02/01/2024 13:25,Producers,Rural
ca3197cd-67c4-4666-ab10-b6ccc200ec28,Female,Youth,Kaduna,Ikara,Yes,Production,Maize,---,---,Yes,No,WOFAN,Kaduna-WOFAN,IkaJB0W12,02/01/2024 13:33,02/01/2024 13:15,ika36,02/01/2024 13:33,Producers,Rural
81ed0583-637a-4da2-9841-c875913db920,Female,Youth,Bauchi,Tafawa_Balewa,Yes,Production,Rice,---,---,Yes,Yes,WOFAN,Bauchi-WOFAN,TafJRON08,02/01/2024 12:54,02/01/2024 11:49,taf03,02/01/2024 13:44,Producers,Rural
aea40a8d-8204-4b33-ba62-a9617a85c3a1,Female,Youth,Kaduna,Ikara,Yes,Processing,---,Maize,---,Yes,No,WOFAN,Kaduna-WOFAN,Ika49GK35,02/01/2024 13:44,02/01/2024 13:36,ika28,02/01/2024 13:44,Producers/Processors,Rural
02f7e4ea-66cc-4073-87d8-2656ac20bee1,Female,Youth,Bauchi,Bauchi,Yes,Production,Rice,---,---,Yes,No,WOFAN,Bauchi-WOFAN,BauLD7X31,02/01/2024 12:51,02/01/2024 12:43,bau12,02/01/2024 13:59,Producers/Processors,Urban
6f3113d2-dd9b-4e32-a737-5f964decb4a6,Female,Youth,Bauchi,Bauchi,Yes,Mechanization_service_provider,---,---,---,Yes,Yes,WOFAN,Bauchi-WOFAN,Bau5J8731,02/01/2024 10:59,02/01/2024 10:27,bau12,02/01/2024 14:02,Processors,Urban
8f3eb1b8-83b2-4c4a-af59-374b788fa31b,Female,Youth,Kaduna,Ikara,No,---,---,---,---,Yes,No,WOFAN,Kaduna-WOFAN,IkaPK8S07,02/01/2024 14:11,02/01/2024 13:24,ika19,02/01/2024 14:11,Producers/Processors,Rural
5e3cc112-4966-4d1b-92b2-14dcd5efe9f4,Female,Youth,Kano,Kura,Yes,Production,Rice,---,---,Yes,No,WOFAN,Kano-WOFAN,KurBIDJ46,02/01/2024 11:10,02/01/2024 11:01,kur11,02/01/2024 14:19,Producers,Urban
76b90a3e-d7ed-40dd-bba7-9e8854717527,Female,Youth,Jigawa,Jahun,Yes,Production,Rice,---,---,Yes,Yes,WOFAN,Jigawa-WOFAN,Jah1NHH14,02/01/2024 08:49,02/01/2024 08:38,jah48,02/01/2024 14:19,Producers/Processors,Rural
5ad15c4e-5480-49a9-99be-32ca9b76b471,Female,Youth,Jigawa,Jahun,Yes,Production,Groundnut,---,---,Yes,Yes,WOFAN,Jigawa-WOFAN,JahZRA845,02/01/2024 12:39,02/01/2024 12:27,jah48,02/01/2024 14:22,Producers/Processors,Rural
561185bf-ace1-4f35-a37f-243847d33153,Female,Youth,Jigawa,Jahun,Yes,Processing,---,Groundnut,---,Yes,No,WOFAN,Jigawa-WOFAN,JahBFEK53,02/01/2024 14:22,02/01/2024 14:04,jah82,02/01/2024 14:22,Producers,Rural
e023f37b-7654-481f-b239-be174c549c89,Female,Youth,Kano,Garum_Mallam,No,---,---,---,---,Yes,Yes,WOFAN,Kano-WOFAN,GarL5FX00,02/01/2024 14:29,02/01/2024 14:18,bun03,02/01/2024 14:29,Producers/Processors,Rural
133a39ce-27e9-467e-a514-e6f9edd019b1,Female,Youth,Kaduna,Ikara,Yes,Production,Maize,---,---,Yes,No,WOFAN,Kaduna-WOFAN,IkaS5SD51,02/01/2024 10:28,02/01/2024 10:13,ika28,02/01/2024 14:31,Producers,Rural
d02fdcb6-4814-4ba3-9f11-9640f2a68532,Female,Youth,Kaduna,Ikara,Yes,Production,Maize,---,---,Yes,No,WOFAN,Kaduna-WOFAN,IkaQ1N804,02/01/2024 11:25,02/01/2024 11:11,ika28,02/01/2024 14:31,Processors,Rural
fea031b8-ad33-4110-aed0-f13e7116c5f1,Female,Youth,Jigawa,Jahun,Yes,Production,Groundnut,---,---,Yes,Yes,WOFAN,Jigawa-WOFAN,JahHJTH56,02/01/2024 14:39,02/01/2024 13:49,jah50,02/01/2024 14:39,Producers,Rural
5e4262a3-3790-4665-81d5-5a92dd23da2d,Female,Youth,Kano,Tudun_Wada,Yes,Processing,---,Maize,---,No,Yes,WOFAN,Kano-WOFAN,TudBHJ510,02/01/2024 14:03,02/01/2024 13:52,tun17,02/01/2024 14:40,Producers/Processors,Rural
7c7ec4b4-e28f-41b3-b7c5-c692f172a5b5,Female,Youth,Benue,Oju,Yes,Agro-Input_Dealer,---,---,---,Yes,No,PVNL,Benue-PVNL,OjuV36Y57,02/01/2024 14:41,02/01/2024 14:14,oju14,02/01/2024 14:41,Producers/Processors,Rural
f90c6728-abc2-4e48-965a-f329c68fe8a4,Female,Youth,Jigawa,Jahun,Yes,Processing,---,Rice,---,Yes,No,WOFAN,Jigawa-WOFAN,JahQNXE16,02/01/2024 14:47,02/01/2024 14:23,jah74,02/01/2024 14:47,Producers/Processors,Rural
69faf1d2-d905-409e-8d98-df18f2f52761,Female,Youth,Jigawa,Jahun,Yes,Production,Groundnut,---,---,Yes,Yes,WOFAN,Jigawa-WOFAN,Jah6QQO00,02/01/2024 14:49,02/01/2024 14:39,jah48,02/01/2024 14:50,Producers/Processors,Rural
a4baef56-45e1-4ea5-b143-2b42f44379be,Female,Youth,Kaduna,Ikara,Yes,Production,Maize,---,---,Yes,No,WOFAN,Kaduna-WOFAN,IkaSATJ45,02/01/2024 10:45,02/01/2024 10:30,ika34,02/01/2024 14:52,Producers/Processors,Rural
581ad9a4-e07d-4bb2-b5c1-287569e185e8,Female,Youth,Jigawa,Jahun,Yes,Processing,---,Maize,---,Yes,Yes,WOFAN,Jigawa-WOFAN,JahFN5P08,02/01/2024 14:56,02/01/2024 14:17,jah62,02/01/2024 14:57,Processors,Rural
495772e8-fd87-43ba-a997-61fbe2be22da,Female,Youth,Jigawa,Jahun,Yes,Processing,---,Rice,---,Yes,Yes,WOFAN,Jigawa-WOFAN,JahS3OL13,02/01/2024 14:58,02/01/2024 14:37,jah77,02/01/2024 14:58,Processors,Rural
97d811b7-093e-4665-81c7-aff647e3d043,Female,Youth,Kaduna,Ikara,Yes,Agro-Input_Dealer,---,---,---,Yes,No,WOFAN,Kaduna-WOFAN,IkaH1Y141,02/01/2024 15:04,02/01/2024 14:56,ika19,02/01/2024 15:04,Producers/Processors,Rural
eee66032-4688-4e03-af50-1e843cd9a0d0,Female,Youth,Bauchi,Ganjuwa,Yes,Agro-Input_Dealer,---,---,---,Yes,No,WOFAN,Bauchi-WOFAN,GanZPD331,02/01/2024 13:14,02/01/2024 12:59,gan09,02/01/2024 15:09,Producers,Rural
20a75faf-1a5b-4e56-968a-d06377313b77,Female,Youth,Bauchi,Ningi,Yes,Production,Rice,---,---,Yes,Yes,WOFAN,Bauchi-WOFAN,NinHTSO35,02/01/2024 12:20,02/01/2024 11:44,nin14,02/01/2024 15:09,Producers,Rural
be358725-347d-471e-9cc1-763dd42e1cf8,Female,Youth,Gombe,Shongom,Yes,Processing,---,Groundnut,---,Yes,Yes,WOFAN,Gombe-WOFAN,Sho2KHP56,02/01/2024 15:11,02/01/2024 14:41,sha06,02/01/2024 15:11,Producers/Processors,Rural
b822c79b-98df-4848-bab0-4a7613578be6,Female,Youth,Kano,Bagwai,Yes,Processing,---,Groundnut,---,Yes,No,WOFAN,Kano-WOFAN,BagL65B21,02/01/2024 11:23,02/01/2024 10:45,bag08,02/01/2024 15:18,Processors,Rural
fa03ebf7-2a7a-43fa-b4b4-32d2a06d0477,Female,Youth,Kano,Rano,Yes,Production,Rice,---,---,Yes,No,WOFAN,Kano-WOFAN,RanAM3F46,02/01/2024 15:28,02/01/2024 15:19,gmm63,02/01/2024 15:29,Producers,Urban
cfa89f68-900f-4f30-a4f2-e085de290817,Female,Youth,Jigawa,Jahun,Yes,Production,Rice,---,---,Yes,Yes,WOFAN,Jigawa-WOFAN,JahZRFH45,02/01/2024 15:25,02/01/2024 15:17,jah66,02/01/2024 15:31,Producers/Processors,Rural
3f914316-a769-4daa-af6a-d29f151e9362,Female,Youth,Jigawa,Jahun,Yes,Agro-Input_Dealer,---,---,---,Yes,Yes,WOFAN,Jigawa-WOFAN,JahZVX226,02/01/2024 08:36,02/01/2024 08:16,jah45,02/01/2024 15:33,Producers,Rural
3d756387-5845-4b38-9446-bd5b3a1b3f54,Female,Youth,Jigawa,Jahun,Yes,Production,Rice,---,---,Yes,No,WOFAN,Jigawa-WOFAN,JahU3GD50,02/01/2024 15:55,02/01/2024 15:42,jah59,02/01/2024 15:56,Processors,Rural
18edd1ae-edb9-44c6-a10a-e5591b34863b,Female,Youth,Kano,Kura,Yes,Production,Rice,---,---,Yes,No,WOFAN,Kano-WOFAN,KurVH8Y02,02/01/2024 14:34,02/01/2024 14:21,kur11,02/01/2024 15:56,Producers,Rural
b508609b-9bdb-4de3-b3d7-d832d5a290f3,Female,Youth,Jigawa,Jahun,Yes,Production,Groundnut,---,---,Yes,No,WOFAN,Jigawa-WOFAN,Jah7KOJ47,02/01/2024 11:19,02/01/2024 10:47,jah40,02/01/2024 15:58,Producers,Rural
24bf5974-bcf8-467e-ac73-484def7ce87b,Female,Youth,Kaduna,Ikara,Yes,Agro-Input_Dealer,---,---,---,Yes,Yes,WOFAN,Kaduna-WOFAN,Ika8WUV22,02/01/2024 12:22,02/01/2024 11:45,ika17,02/01/2024 15:59,Producers/Processors,Rural
69fa7436-34fb-4f46-85fa-2f3225ff6b3c,Female,Youth,Kano,Garum_Mallam,Yes,Agro-Input_Dealer,---,---,---,Yes,Yes,WOFAN,Kano-WOFAN,GarL05U59,02/01/2024 10:39,02/01/2024 10:30,bun17,02/01/2024 15:59,Producers,Rural
78fef02b-ef52-4c4d-a956-07b39d2bfacd,Female,Youth,Kano,Garum_Mallam,Yes,Production,Rice,---,---,Yes,Yes,WOFAN,Kano-WOFAN,GarN45W00,02/01/2024 15:59,02/01/2024 14:33,bun12,02/01/2024 16:00,Producers,Rural
64405973-77c0-4f74-9b52-92b84af92328,Female,Youth,Kano,Bagwai,Yes,Production,Rice,---,---,Yes,No,WOFAN,Kano-WOFAN,BagLGZO32,02/01/2024 12:05,02/01/2024 11:34,bag02,02/01/2024 16:07,Producers,Rural
7d685eec-c826-49bc-b1c3-0523fafe1578,Female,Youth,Jigawa,Jahun,Yes,Production,Rice,---,---,No,No,WOFAN,Jigawa-WOFAN,Jah7EC343,02/01/2024 16:08,02/01/2024 16:00,jah69,02/01/2024 16:08,Producers/Processors,Rural
4a005bda-dcc8-4e25-9701-52acd260cd5d,Female,Youth,Kaduna,Ikara,Yes,Production,Maize,---,---,No,No,WOFAN,Kaduna-WOFAN,IkaT31R12,02/01/2024 15:55,02/01/2024 15:45,ika16,02/01/2024 16:16,Producers/Processors,Rural
89bd159b-f6ce-428b-8a6f-437da04cb188,Female,Youth,Kano,Garum_Mallam,Yes,Production,Rice,---,---,Yes,Yes,WOFAN,Kano-WOFAN,GarAHV400,02/01/2024 10:56,02/01/2024 10:24,bun07,02/01/2024 16:22,Producers/Processors,Rural
f597915b-3b6c-4776-921f-64d0de8031a1,Female,Youth,Jigawa,Jahun,Yes,Processing,---,Rice,---,Yes,Yes,WOFAN,Jigawa-WOFAN,JahB74951,02/01/2024 15:33,02/01/2024 14:16,jah65,02/01/2024 16:29,Processors,Rural
