formid,TrainingDate,TrainingTitle,Comm_Partner_ID,username
94cd4ce5-118c-43e9-9025-5b1592bb72bc,2024-02-01,GAP_&_crop_management,JabTS76FA40,jab28
c242e266-2741-46fc-b24e-3af1762db0ef,2024-02-01,GAP_&_crop_management,TarGGCT7320,gum08
770a0661-c75a-489a-bed7-06efafe81cd5,2024-02-01,GAP_&_crop_management,Tar0T3VJ235,gum08
56a94965-92b5-4bd8-a5b7-36be9f166d1c,2024-02-01,GAP_&_crop_management,Jab36F6GQ12,jab28
dd3135b2-49fc-400a-a88c-8abe101376ec,2024-02-01,GAP_&_crop_management,Jab8AK1AB15,jab28
6565371e-5d3f-4430-80e4-1392e2153f45,2024-02-01,GAP_&_crop_management,JabSBHROR33,jab28
c9ebb4c8-5bce-41d6-b0e5-c5c1a7f140e6,2024-02-01,GAP_&_crop_management,JabKI0DOF06,jab28
206c358b-ee56-431a-9d8e-04cf8529dc11,2024-02-01,GAP_&_crop_management,JabND6QTA59,jab28
118bb34e-7153-48a3-bfb8-23d0e69a64e2,2024-02-01,GAP_&_crop_management,JabK4CKS906,jab28
19e53188-e293-477f-8250-7411505a8567,2024-02-01,GAP_&_crop_management,Jab9PVM5E43,jab28
ab395847-664a-464c-8ff5-8cdfab772dc5,2024-02-01,GAP_&_crop_management,JabIE7Q1S05,jab28
6c416049-3d62-41b5-a310-469c515948e5,2024-02-01,GAP_&_crop_management,JabH6N36O53,jab28
c06938e6-7db0-4ca5-86d5-c7b24a8802ff,2024-02-01,GAP_&_crop_management,Jab4PP9TD45,jab28
56f94152-c1e9-4c41-941a-77b74ba77d8e,2024-02-01,GAP_&_crop_management,Jab02IYPT35,jab28
58df9b7a-7576-4857-9311-6435c73b23b1,2024-02-01,GAP_&_crop_management,JabZJ2AYV31,jab28
faec6060-e278-4d7f-8caf-1d6e758d7af2,2024-02-01,GAP_&_crop_management,JemOE8EX038,jam21
f298f540-29d0-4b08-a703-905b7051b360,2024-02-01,GAP_&_crop_management,JemKSBORR33,jam21
c9be8735-0584-4686-a242-41c1ac336b2d,2024-02-01,GAP_&_crop_management,JemH7013954,jam21
014d8b05-e225-400c-9c73-b359228867d4,2024-02-01,GAP_&_crop_management,JemEWZ6DJ08,jam21
aab751dc-70ce-4a90-b127-8cbd391220db,2024-02-01,GAP_&_crop_management,JemV5I4S114,jam21
c3143731-573d-4a14-b618-66d62d809583,2024-02-01,GAP_&_crop_management,JemBWTGUZ45,jam21
c67fc2c9-e85e-45a1-8318-dac2b0cf52cb,2024-02-01,GAP_&_crop_management,JemK3KJXR31,jam21
7bf5b1ff-7469-4dbf-ab04-a7b3b84b05e0,2024-02-01,GAP_&_crop_management,JemVYX62O23,jam21
b7b57740-fce8-4751-b271-bba38fbdc18f,2024-02-01,GAP_&_crop_management,Jem72I3Q446,jam21
2ed437a2-2d88-4141-823c-f33c4d68f0e9,2024-02-01,GAP_&_crop_management,Jem0F92GL44,jam21
1a325edd-360d-4944-9849-25313ffac145,2024-02-01,GAP_&_crop_management,JemUTQEXM24,jam21
c844717c-516b-4073-b5e5-de5feedd6ecb,2024-02-01,GAP_&_crop_management,JemZOW5QA32,jam21
4514eea8-171b-4ce0-9ac3-dbf430d91abb,2024-02-01,GAP_&_crop_management,JemO4CSNG48,jam21
43710cf2-935c-4ea8-bcd4-045e397be852,2024-02-01,GAP_&_crop_management,JemGXT5Y748,jam21
ab1ce1bf-923a-4475-8cfd-a74cc394b3b5,2024-02-01,GAP_&_crop_management,Jem9DKQSV46,jam21
96cef168-9f4a-49bd-adcb-834b8650cf5b,2024-02-01,GAP_&_crop_management,Jem83LP0V09,jam21
59fdd77d-fc0e-448d-bac7-bf8e7cb500fb,2024-02-01,GAP_&_crop_management,JemNX02GB04,jam21
7d1a5d5a-5784-437e-bcab-57d8129ffbcb,2024-02-01,GAP_&_crop_management,JemZYN2G205,jam21
f500b631-f6b1-4b30-8022-8a0df56ae60c,2024-02-01,GAP_&_crop_management,JemTNOREH25,jam21
b4e02650-9c4c-4240-bdeb-c31a83da9b3d,2024-02-01,GAP_&_crop_management,JemCM3F6010,jam21
fb35a655-ed3f-4d4b-9a0a-8acc2248dfe2,2024-02-01,GAP_&_crop_management,Jem5GXTNZ47,jam21
69732703-51ba-4dcb-a78c-a97e1102938a,2024-02-01,GAP_&_crop_management,JemUS3FUW11,jam21
0638dba6-f483-4901-9dbb-051f134d4b9c,2024-02-01,GAP_&_crop_management,Jem7FXGLD56,jam21
c2775036-05de-4e62-80f0-909bb8aad8c9,2024-02-01,GAP_&_crop_management,JemJDSCOA43,jam21
5d97e4d9-f65b-4231-b2f8-90eb03bffcbd,2024-02-01,GAP_&_crop_management,JemQXLFMK12,jam21
1b02fdb1-de23-4555-8049-9b476a9457c3,2024-02-01,GAP_&_crop_management,JemWGQ23403,jam21
9e13cb72-64ef-47b1-93aa-f7087b5cde75,2024-02-01,GAP_&_crop_management,JemYNZG6357,jam21
f568c74b-06fe-48fc-86de-fff11048e5e1,2024-02-01,GAP_&_crop_management,JemER36YO50,jam21
be6e0f23-58cf-43fd-99fe-09026c5393f7,2024-02-01,GAP_&_crop_management,JemOINXYZ18,jam21
84c03f80-1b66-4e4c-8e59-821d3fdc2943,2024-02-01,GAP_&_crop_management,JemMYOW7V05,jam21
27630e35-1574-4757-8d1f-67a912b0b8b9,2024-02-01,GAP_&_crop_management,JemEBSC4B01,jam21
fb6958d5-71b2-4bce-b43c-9608cb74da05,2024-02-01,GAP_&_crop_management,JemUVILBA34,jam21
ad3b3363-30e0-4dd5-a9ac-beafc413d290,2024-02-01,GAP_&_crop_management,Jem7OF4H709,jam21
80d6f008-5d3e-475a-9a42-cce9e90bb17e,2024-02-01,GAP_&_crop_management,JemA0X5K544,jam21
6ccaf8b2-d1af-42de-a3e6-2989a5cf8446,2024-02-01,GAP_&_crop_management,Jem6TE7VW06,jam21
022f692e-6a5a-4f23-8ab7-998bdc66daaf,2024-02-01,GAP_&_crop_management,JemTY66QF52,jam21
6de9f1c6-a66b-4ad5-ba5c-a114d61a59ec,2024-02-01,GAP_&_crop_management,JemF5Z9X653,jam21
d7e94eed-2763-4196-8af5-8460bc298b44,2024-02-01,GAP_&_crop_management,JemMDFSF404,jam21
3ad3fcac-4141-4309-867e-b27cdd9386e0,2024-02-01,GAP_&_crop_management,JemCMQVHR36,jam21
e68d774b-0bd4-4daf-bd5f-258fd8827959,2024-02-01,GAP_&_crop_management,JemSD5AUY25,jam21
723f5c34-94b3-4d4c-acdc-4fa1db4acc66,2024-02-01,GAP_&_crop_management,TarDK01AK48,gum08
57e2c892-8a89-473c-91a0-ec8064897cf4,2024-02-01,GAP_&_crop_management,TarCREB4N06,gum08
58e7edf3-b0c9-4702-aa5e-6b54e583ad5b,2024-02-01,GAP_&_crop_management,TarAG92I136,gum08
fd658860-1f0a-4807-9a84-c30231e0b379,2024-02-01,GAP_&_crop_management,TarKXJNJR50,gum08
fd2b68c2-fbb6-464f-bfae-e5ab93d095c7,2024-02-01,GAP_&_crop_management,Tar20SYKW05,gum08
6bbee7f3-5978-424c-8221-6274f0643969,2024-02-01,GAP_&_crop_management,Tar7K4Q2K14,gum08
dceec9c3-25fa-49de-ad65-4f709f3b7f00,2024-02-01,GAP_&_crop_management,TarFQ1ILF45,gum08
c8835e7d-d458-42ec-9805-83da213fd286,2024-02-01,GAP_&_crop_management,TarMYTINA46,gum08
e3e943fe-a23f-4739-ac02-20cd07cc886e,2024-02-01,GAP_&_crop_management,Tar6PILCB01,gum08
868ed7e5-69c9-45a6-baf1-a3a7a8452d16,2024-02-01,GAP_&_crop_management,Tar7X73NG37,gum08
a4eee4d2-65f0-4f95-991a-f0cd8b4773b6,2024-02-01,GAP_&_crop_management,Tar02KSMC39,gum08
8e397e8a-86da-4dcb-a338-dd332c8aa330,2024-02-01,GAP_&_crop_management,JabQVEC0J50,jab28
4334e7be-6f1f-4168-be4c-0f3b6f39bf74,2024-02-01,GAP_&_crop_management,TarOO9H0255,gum08
74439ae9-bf5b-4f97-a3d5-f9d7eb20d1f4,2024-02-01,GAP_&_crop_management,TarOL00XT09,gum08
b70f4c94-1b90-46a4-b578-9d801fbccb4c,2024-02-01,GAP_&_crop_management,Jab95UIN843,jab28
c7dac81f-2da7-4cb6-8cd7-803fd913fa54,2024-02-01,GAP_&_crop_management,Tar0DMYGB44,gum08
b0e2e5a0-5f8f-4ce0-a22f-411b9bad26a2,2024-02-01,GAP_&_crop_management,Jab9F2DYZ43,jab28
d2805c2e-4b41-4820-8635-051e7981d461,2024-02-01,GAP_&_crop_management,TarXR1MCB59,gum08
c9523298-b62b-44af-ac80-3ff5950ca97f,2024-02-01,GAP_&_crop_management,TarJXGUSD55,gum08
f1421666-a49a-498f-8eb8-a401e297eb80,2024-02-01,GAP_&_crop_management,Jab8K5HTG10,jab28
c518bf59-90cf-4aeb-9c27-82b8b577b769,2024-02-01,GAP_&_crop_management,Tar9QQ9OK45,gum08
d1e62086-9d74-4943-b347-3d64deab12a4,2024-02-01,GAP_&_crop_management,JabYJF1NA38,jab28
3c6cca50-2b19-4647-988d-daa362d863db,2024-02-01,GAP_&_crop_management,JabY9FJO103,jab28
99044648-c62b-4d32-8ac8-460864a6963c,2024-02-01,GAP_&_crop_management,JemYYVHJA21,jam21
93e3a9cb-bd8c-4f5a-861c-d5303b07af09,2024-02-01,GAP_&_crop_management,Jem5EU7S809,jam21
1b1f5f53-c990-4303-b8fd-be5d95c4e8b1,2024-02-01,GAP_&_crop_management,Tar2Y5C7X32,gum08
e83d41b7-da4c-4ed7-8d71-7f42d8a23674,2024-02-01,GAP_&_crop_management,Jem2N0S4M48,jam21
a0361c88-9944-4fec-be5c-25ac1c6ba4b7,2024-02-01,GAP_&_crop_management,JemNF8D0C10,jam21
34e383ac-7bdf-4415-a4c8-c1af6fdcaf64,2024-02-01,GAP_&_crop_management,Jem2ZE2Q643,jam21
175a4bc5-b175-42ef-9cbc-2a320c675762,2024-02-01,GAP_&_crop_management,Jem6H5VTI24,jam21
bb24b647-ba8d-4dd4-800b-c30e36ba68f7,2024-02-01,GAP_&_crop_management,JemP6PPBM01,jam21
2a33ee12-8410-4aad-99b4-e6b6695d9b18,2024-02-01,GAP_&_crop_management,JabA5EB9X26,jab28
040d6a25-c7be-45a8-a42d-f9e877a335a5,2024-02-01,GAP_&_crop_management,ZanPITR7I37,zan31
edb0e3e7-3fd0-4c54-b18b-0433974c6cd7,2024-02-01,GAP_&_crop_management,JemRPVR8Q05,jam21
68548b03-f013-4c81-b6ad-02b79e65ead3,2024-02-01,GAP_&_crop_management,Jem6J8RKI05,jam21
d8f16925-a27a-4fb8-971e-f09624fa7c5e,2024-02-01,GAP_&_crop_management,JemPNWNGC22,jam21
68c20ed4-fb97-456a-88e6-dcb1dca25633,2024-02-01,GAP_&_crop_management,Jem0N9YJM30,jam21
21f3859d-21f6-4b60-a044-31b8e81d031e,2024-02-01,GAP_&_crop_management,JemZMT19G55,jam21
1dd6c6ee-08ec-4103-bb69-40a5a996e4dd,2024-02-01,GAP_&_crop_management,JemW5RLB132,jam21
bb78d891-6549-4297-b186-470f8188e643,2024-02-01,GAP_&_crop_management,Jem4OLAAL09,jam21
8ad04c9e-1db6-433e-9717-0a3950f524d5,2024-02-01,GAP_&_crop_management,JemF84Z2V12,jam21
7577111d-5fc1-4d5a-a2c7-faca825761cb,2024-02-01,GAP_&_crop_management,JemGC5TB708,jam21
54c4946d-7ce3-47f4-8f2e-eed9164bf49d,2024-02-01,GAP_&_crop_management,KauAUERYA38,kau15
688a7c08-f580-41f1-b81c-312c3585aa55,2024-02-01,GAP_&_crop_management,Jem98VYI533,jam21
d0510b05-4724-40fa-884f-d39da8382178,2024-02-01,GAP_&_crop_management,JemAARLAA31,jam21
8811b9b2-e579-4e16-8cd2-ed2178198b7e,2024-02-01,GAP_&_crop_management,Jem0HSFV641,jam21
6489f6e8-25e8-4a6e-9c3f-a667eb0c630f,2024-02-01,GAP_&_crop_management,Jem07Q0Y441,jam21
78d3fc96-7054-4a5b-b2d1-b7158f1fbad8,2024-02-01,GAP_&_crop_management,Jem6WJOLV05,jam21
cb82397a-cbc8-4bbe-9691-f4425b417f36,2024-02-01,GAP_&_crop_management,JemHXXX8A21,jam21
0bfda511-c6ec-41c7-b2af-62ea79372f34,2024-02-01,GAP_&_crop_management,JemWD4WKY58,jam21
43992e53-6225-4167-8192-a090fd7bea8c,2024-02-01,GAP_&_crop_management,JabNLOMIC35,jab26
49036c76-1fbb-4be5-9259-657bf8d72914,2024-02-01,GAP_&_crop_management,JabRJ9X9R26,jab26
b01c73ab-ad47-4a07-b781-32aab359df15,2024-02-01,GAP_&_crop_management,Jab10MYG142,jab26
9860e6b1-608a-4c40-a350-59da3f6da2df,2024-02-01,GAP_&_crop_management,JabJZG77937,jab26
74bd1208-3953-4d64-801e-4fa278d730c5,2024-02-01,GAP_&_crop_management,JabTHLDA608,jab26
91dfce7d-e7e3-4bc5-94fe-f131543d75a4,2024-02-01,GAP_&_crop_management,JabPI0VRK56,jab26
323fdf0f-0216-44ef-8121-3c05132d221b,2024-02-01,GAP_&_crop_management,Jab2X72FE41,jab26
500b7ae3-60d2-4882-a54f-149e0ef5b342,2024-02-01,GAP_&_crop_management,JabNC81G744,jab26
1c22dec3-6cf4-4d77-b90e-497dde0b5091,2024-02-01,GAP_&_crop_management,Jab5AVDME04,jab26
f46580e3-6636-424a-b48a-6a1a77278cf1,2024-02-01,GAP_&_crop_management,JabQ1RDS615,jab26
7d7d1d39-6a29-4c6a-9c8b-a05710f5ad0d,2024-02-01,GAP_&_crop_management,JabY64XMO35,jab26
dfc84d3c-5738-432f-943f-826fb97e5b2c,2024-02-01,GAP_&_crop_management,JabJ2FZN845,jab28
5d2b9fe4-7eb4-465f-a509-233e6bc9d564,2024-02-01,GAP_&_crop_management,Jab36KD6P31,jab28
49182821-add7-4cf4-bed2-54c7e182c66e,2024-02-01,GAP_&_crop_management,Jab2WFQXS54,jab28
90ab4267-480a-40e9-92d2-f72f83382169,2024-02-01,GAP_&_crop_management,Jab3JIM1D23,jab28
2056d16d-222f-4aaa-9fac-f9f14c54cf8a,2024-02-01,GAP_&_crop_management,Jab1NBKMI19,jab28
b75c8986-9e22-4f97-b4bd-b4de8f8017d4,2024-02-01,GAP_&_crop_management,JabSNBHG359,jab28
ba2c3b47-1c6d-468d-b8e9-48659076e0cc,2024-02-01,GAP_&_crop_management,JabMSP9A710,jab28
697e275e-2915-4625-a816-25f7fcc9bfcf,2024-02-01,GAP_&_crop_management,JabT9ZMW733,jab28
6746b705-790d-41dd-a5da-899f11241571,2024-02-01,GAP_&_crop_management,JabA0B7HF54,jab28
8e98b05c-1d92-4ed9-9b75-7fa128d4a83e,2024-02-01,GAP_&_crop_management,JabLIOZAN16,jab28
85289621-69d9-42b2-9cdd-f8dfce932dda,2024-02-01,GAP_&_crop_management,JabAMXJOD37,jab28
1700fbab-db4f-408a-9b2e-bf5c3666d411,2024-02-01,GAP_&_crop_management,JabU0HQRB49,jab28
a47405cc-4c74-4a55-b32c-363f28d7e1ad,2024-02-01,GAP_&_crop_management,JabT12QHR43,jab28
132e352d-9b91-4a11-8bf0-f9e81305bccf,2024-02-01,GAP_&_crop_management,JabJ3IBHY25,jab28
398b1632-0f15-4c99-abed-846a19403671,2024-02-01,GAP_&_crop_management,Jab95TG2032,jab28
f4e1eb7f-7967-4b65-9725-64a016cc1dab,2024-02-01,GAP_&_crop_management,Jab4K70CB07,jab28
b607922c-0b59-4947-a9ee-a73b29b7651d,2024-02-01,GAP_&_crop_management,JabO9ATAD19,jab28
dcd00ead-22b8-4c53-824e-ba671849edb5,2024-02-01,GAP_&_crop_management,JabGJLRYL09,jab28
61b233a8-ff00-4fa3-addc-f20f88f4263b,2024-02-01,GAP_&_crop_management,JabR66I4Z30,jab28
58c889b9-c295-4ba7-82c5-76234f2da571,2024-02-01,GAP_&_crop_management,JabRR7JY149,jab28
6c32105c-c9fe-4e19-a4b4-20044c099039,2024-02-01,GAP_&_crop_management,JabVQE80M44,jab28
e360269b-e4cd-4df0-9e92-d7ec695e5a49,2024-02-01,GAP_&_crop_management,JabPZSUPH30,jab26
207478b6-1f97-4cd9-af15-aa292f8320cb,2024-02-01,GAP_&_crop_management,JabSEME6S35,jab28
24fb0c71-75e0-4d6a-a968-3527257da953,2024-02-01,GAP_&_crop_management,JabQXOKMR24,jab28
bc0e7e1f-af0b-4694-90b7-6d5547646139,2024-02-01,GAP_&_crop_management,JabSU5EZ832,jab28
3fd47821-d3d2-4d98-be56-c78b854f8beb,2024-02-01,GAP_&_crop_management,Jab4KNDNO42,jab28
fa7429a4-7723-4301-85e7-e2afc84ea6ac,2024-02-01,GAP_&_crop_management,Jab27RW4N47,jab28
b21f3ed5-9130-497a-9e97-0426182de470,2024-02-01,GAP_&_crop_management,JabQOL6L336,jab26
f90a138f-6b87-4b93-9ca2-7a5fb184431d,2024-02-01,GAP_&_crop_management,JabKANM9E47,jab26
21ffd823-4e68-4557-9319-55c6bcad51f5,2024-02-01,GAP_&_crop_management,JabE25Y0L04,jab26
f4e2f6b7-ef23-48c3-8dda-b6bcbf02a1b9,2024-02-01,GAP_&_crop_management,JabRFHLOB15,jab26
7bffb6e3-5551-47cb-bf23-7e3ab2004bd5,2024-02-01,GAP_&_crop_management,JabU9YZBY50,jab26
625dfabc-ea6a-41f0-a0d8-ec5e5ee66751,2024-02-01,GAP_&_crop_management,Jab4D645810,jab26
51229d99-b5ad-4bac-af4d-34df2eb082a8,2024-02-01,GAP_&_crop_management,Jab6Q3SN337,jab26
70a12dbb-c733-4c55-ba2b-8e47dbb67571,2024-02-01,GAP_&_crop_management,JabTTG5Q509,jab26
0239535c-e5ef-4244-b84b-25d6d372c070,2024-02-01,GAP_&_crop_management,Jab3LCNIA52,jab26
5fcc9d44-220e-4199-acdf-9353fb0b2132,2024-02-01,GAP_&_crop_management,JabU9FA5Y52,jab26
416e1637-630e-4abd-a62e-17f90e046d29,2024-02-01,GAP_&_crop_management,JabZBYOU520,jab26
2d937d46-78b7-4d55-897b-4320e8a83d3f,2024-02-01,GAP_&_crop_management,JabADY9N956,jab26
041a8e7c-6507-4ab7-8779-7af5aaee9cf6,2024-02-01,GAP_&_crop_management,JabB60JSH03,jab26
f8ba9ff0-58bd-45cb-945d-f8b6582df7b8,2024-02-01,GAP_&_crop_management,Jab2LRSDL27,jab26
f72c3588-15b9-4baa-acb1-bb66dea2c11e,2024-02-01,GAP_&_crop_management,Jab1UF54Y51,jab26
9ab60f1e-c3c8-4e22-8bba-d28e270d3510,2024-02-01,GAP_&_crop_management,JabFOB7UK41,jab26
605e9238-a505-4bdd-a59e-b024e3c39f04,2024-02-01,GAP_&_crop_management,JabZ6B0NR41,jab26
ca082cc0-6a13-4919-8de8-d93f56ebf555,2024-02-01,GAP_&_crop_management,JabULKOC115,jab26
15d27674-0341-4bab-b1bc-fa7967eac4fe,2024-02-01,GAP_&_crop_management,JabXXSB1D29,jab26
eeb3af48-da70-4f62-b9d8-87954c87fa80,2024-02-01,GAP_&_crop_management,JabXTMNOV10,jab26
a698e2d6-ea52-449d-a526-6e7b83039bfc,2024-02-01,GAP_&_crop_management,JabF6WNTF28,jab26
a21d89c8-3b5b-48ec-8f68-a28fda59d987,2024-02-01,GAP_&_crop_management,JabTF8Y8B36,jab26
44e92195-0042-4741-9435-1404b7524a04,2024-02-01,GAP_&_crop_management,JabYI40DP15,jab26
b03c09b6-8adb-4655-907d-92bee067bd90,2024-02-01,GAP_&_crop_management,JabYIZ8TX35,jab26
8d991539-e952-418b-ba2a-4beb1235caaa,2024-02-01,GAP_&_crop_management,JabZRA8HT29,jab26
cdb83090-80a9-4749-9b71-c908796f5dd9,2024-02-01,GAP_&_crop_management,JabO4K8AA17,jab28
b4adede9-bb41-4c44-a7a7-ae8bfeadd1dd,2024-02-01,GAP_&_crop_management,JabM5DK6X46,jab28
4ed3d165-ae9e-4791-b1e3-e0a906b2f284,2024-02-01,GAP_&_crop_management,Jab2BXTP405,jab28
c53f2ff1-0f0c-46bb-98cd-58ab07a12401,2024-02-01,GAP_&_crop_management,JabDS4NA532,jab28
4de8a06b-3fb4-43f5-ae8c-ac04bed9380b,2024-02-01,GAP_&_crop_management,JabQE4FBY00,jab28
9c096d0d-f76e-4965-b6de-c031572d7898,2024-02-01,GAP_&_crop_management,JabVFPIOL30,jab28
09290af1-2ea0-4ace-b8a7-f7c7327c43f1,2024-02-01,GAP_&_crop_management,JabXERKMC33,jab28
938f0571-f543-4b42-9705-efe040751c6e,2024-02-01,GAP_&_crop_management,Jab8NWDK223,jab28
3058f9c0-7dd4-4a57-88b4-73e93ee23985,2024-02-01,GAP_&_crop_management,JabS8XEJM38,jab28
240234ce-faf5-4fcd-8151-7412e938e623,2024-02-01,GAP_&_crop_management,JabF613ZR22,jab28
c49271de-1ffe-49a8-be7a-c9fd11691ee9,2024-02-01,GAP_&_crop_management,JabWXPCU844,jab28
23e71c40-dacc-4307-a83c-3a716f583f51,2024-02-01,GAP_&_crop_management,JabZD9VTC52,jab28
3eee38a7-8ac3-4706-bb85-9bbe2db1e882,2024-02-01,GAP_&_crop_management,JabQAE7NE45,jab28
8585ee73-0cf8-4928-94af-f6730dcf858f,2024-02-01,GAP_&_crop_management,JabH36G3449,jab28
1ba24bc7-d7b5-451d-8140-39f2505a8682,2024-02-01,GAP_&_crop_management,JabVYB9WF29,jab28
